Family,Genus,Species,Host_family,Host_name
,,,,
Nymphalidae,Polyura,Polyura nepenthes,Leguminosae (m),Pithecellobium lucidum
,,,,
Nymphalidae,Polyura,Polyura nepenthes,Rhamnaceae,Ventilago leiocarpa
,,,,
Nymphalidae,Polyura,Polyura pyrrhus,Leguminosae (m),Albizia
,,,,
Nymphalidae,Polyura,Polyura sacco,Leguminosae (c),Caesalpinia
,,,,
Nymphalidae,Polyura,Polyura schreiber,Leguminosae (m),Adenanthera pavonina
,,,,
Nymphalidae,Polyura,Polyura schreiber,Annonaceae,Annona
,,,,
Nymphalidae,Polyura,Polyura schreiber,Fagaceae,Castanopsis
,,,,
Nymphalidae,Polyura,Polyura schreiber,Lauraceae,Cinnamomum
,,,,
Nymphalidae,Polyura,Polyura schreiber,Leguminosae (c),Cynometra
,,,,
Nymphalidae,Polyura,Polyura schreiber,Leguminosae (c),Cynometra cauliflora
,,,,
Nymphalidae,Polyura,Polyura schreiber,Leguminosae (c),Moullava spicata
,,,,
Nymphalidae,Polyura,Polyura schreiber,Leguminosae (c),Moullava spicata
,,,,
Nymphalidae,Polyura,Polyura schreiber,Sapindaceae,Nephelium
,,,,
Nymphalidae,Polyura,Polyura schreiber,Sapindaceae,Nephelium lappaceum
,,,,
Nymphalidae,Polyura,Polyura schreiber,Sapindaceae,Nephelium lappaceum
,,,,
Nymphalidae,Polyura,Polyura schreiber,Rosaceae,Rosa
,,,,
Nymphalidae,Polyura,Polyura schreiber,Connaraceae,Rourea santaloides
,,,,
Nymphalidae,Polyura,Polyura schreiber,Connaraceae,Rourea santaloides
,,,,
Nymphalidae,Polyura,Polyura schreiber,Sterculiaceae,Theobroma cacao
,,,,
Nymphalidae,Polyura,Polyura schreiber,Rhizophoraceae,Bruguiera cylindrica
,,,,
Nymphalidae,Polyura,Polyura schreiber,Sapindaceae,Nephelium
,,,,
Nymphalidae,Polyura,Polyura schreiber,Sapindaceae,Nephelium lappaceum
,,,,
Nymphalidae,Polyura,Polyura schreiber,Rhizophoraceae,Rhizophora apiculata
,,,,
Nymphalidae,Polyura,Polyura schreiber,Fagaceae,Castanopsis
,,,,
Nymphalidae,Polyura,Polyura schreiber,Sapindaceae,Nephelium lappaceum
,,,,
Nymphalidae,Polyura,Polyura schreiber,Sapindaceae,Nephelium lappaceum
,,,,
Nymphalidae,Polyura,Polyura schreiber,Rhizophoraceae,Rhizophora apiculata
,,,,
Nymphalidae,Polyura,Polyura schreiber,Rhizophoraceae,Rhizophora mucronata
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (m),Acacia baileyana
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (m),Acacia dealbata
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (m),Acacia decurrens
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (m),Acacia longifolia
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (m),Acacia maidenii
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (m),Acacia neriifolia
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (m),Acacia podalyriafolia
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (m),Acacia saligna
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (m),Acacia spectabilis
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (m),Albizia
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (m),Albizia lebbeck
,,,,
Nymphalidae,Polyura,Polyura sempronius,Sterculiaceae,Brachychiton acerifolius
,,,,
Nymphalidae,Polyura,Polyura sempronius,Sterculiaceae,Brachychiton discolor
,,,,
Nymphalidae,Polyura,Polyura sempronius,Sterculiaceae,Brachychiton populneum
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (c),Caesalpinia ferrea
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (c),Caesalpinia gilliesii
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (c),Cassia fistula
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (c),Cassia javanica
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (c),Cassia surattensis
,,,,
Nymphalidae,Polyura,Polyura sempronius,Ulmaceae,Celtis
,,,,
Nymphalidae,Polyura,Polyura sempronius,Ulmaceae,Celtis paniculata
,,,,
Nymphalidae,Polyura,Polyura sempronius,Ulmaceae,Celtis philippensis
,,,,
Nymphalidae,Polyura,Polyura sempronius,Ulmaceae,Celtis sinensis
,,,,
Nymphalidae,Polyura,Polyura sempronius,Lauraceae,Cinnamomum camphora
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (c),Delonix regia
,,,,
Nymphalidae,Polyura,Polyura sempronius,Surianaceae,Guilfoylia monostylis
,,,,
Nymphalidae,Polyura,Polyura sempronius,Lythraceae,Lagerstroemia indica
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (m),Pararchidendron pruinosum
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (m),Paraserianthes lophantha
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (p),Robinia pseudoacacia
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (c),Senna alata
,,,,
Nymphalidae,Polyura,Polyura sempronius,Leguminosae (m),Acacia mearnsii
,,,,
Nymphalidae,Anaea,Anaea aidea,Euphorbiaceae,Acalypha macrostachya
,,,,
Nymphalidae,Anaea,Anaea aidea,Euphorbiaceae,Croton
,,,,
Nymphalidae,Anaea,Anaea aidea,Euphorbiaceae,Croton capitatus
,,,,
Nymphalidae,Anaea,Anaea aidea,Euphorbiaceae,Croton linearis
,,,,
Nymphalidae,Anaea,Anaea aidea,Euphorbiaceae,Croton soliman
,,,,
Nymphalidae,Anaea,Anaea andria,Euphorbiaceae,Codiaeum
,,,,
Nymphalidae,Anaea,Anaea andria,Euphorbiaceae,Croton
,,,,
Nymphalidae,Anaea,Anaea andria,Euphorbiaceae,Croton capitatus
,,,,
Nymphalidae,Anaea,Anaea andria,Euphorbiaceae,Croton capitatus
,,,,
Nymphalidae,Anaea,Anaea andria,Euphorbiaceae,Croton capitatus
,,,,
Nymphalidae,Anaea,Anaea andria,Euphorbiaceae,Croton humilis
,,,,
Nymphalidae,Anaea,Anaea andria,Euphorbiaceae,Croton linearis
,,,,
Nymphalidae,Anaea,Anaea andria,Euphorbiaceae,Croton monanthogynus
,,,,
Nymphalidae,Anaea,Anaea andria,Euphorbiaceae,Croton monanthogynus
,,,,
Nymphalidae,Anaea,Anaea andria,Euphorbiaceae,Croton monanthogynus
,,,,
Nymphalidae,Anaea,Anaea andria,Euphorbiaceae,Croton texensis
,,,,
Nymphalidae,Anaea,Anaea andria,Euphorbiaceae,Croton texensis
,,,,
Nymphalidae,Anaea,Anaea andria,Euphorbiaceae,Croton texensis
,,,,
Nymphalidae,Anaea,Anaea cubana,Compositae,Pectis
,,,,
Nymphalidae,Anaea,Anaea floridalis,Euphorbiaceae,Croton linearis
,,,,
Nymphalidae,Anaea,Anaea troglodyta,Euphorbiaceae,Croton
,,,,
Nymphalidae,Anaea,Anaea troglodyta,Euphorbiaceae,Croton humilis
,,,,
Nymphalidae,Morpho,Morpho achillaena,Leguminosae (m),Inga
,,,,
Nymphalidae,Morpho,Morpho achillaena,Leguminosae (p),Machaerium oblongifolium
,,,,
Nymphalidae,Morpho,Morpho achillaena,Leguminosae (p),Platymiscium
,,,,
Nymphalidae,Morpho,Morpho achillaena,Rubiaceae,Genipa americana
,,,,
Nymphalidae,Morpho,Morpho achilles,Leguminosae (p),Dalbergia
,,,,
Nymphalidae,Morpho,Morpho achilles,Leguminosae (m),Inga
,,,,
Nymphalidae,Morpho,Morpho achilles,Leguminosae (p),Machaerium
,,,,
Nymphalidae,Morpho,Morpho achilles,Leguminosae (p),Machaerium aculeatum
,,,,
Nymphalidae,Morpho,Morpho achilles,Leguminosae (p),Myrocarpus
,,,,
Nymphalidae,Morpho,Morpho achilles,Leguminosae (p),Platymiscium
,,,,
Nymphalidae,Morpho,Morpho achilles,Leguminosae (p),Pterocarpus
,,,,
Nymphalidae,Morpho,Morpho achilles,Leguminosae (p),Pterocarpus
,,,,
Nymphalidae,Morpho,Morpho aega,Gramineae,Arundo mitis
,,,,
Nymphalidae,Morpho,Morpho aega,Gramineae,Bambusa
,,,,
Nymphalidae,Morpho,Morpho aega,Gramineae,Bambusa trinii
,,,,
Nymphalidae,Morpho,Morpho aega,Gramineae,Chusquea
,,,,
Nymphalidae,Morpho,Morpho aega,Gramineae,Chusquea meyeriana
,,,,
Nymphalidae,Morpho,Morpho aega,Gramineae,Merostachys claussenii
,,,,
Nymphalidae,Morpho,Morpho anaxibia,Canellaceae,Canella
,,,,
Nymphalidae,Morpho,Morpho anaxibia,Guttiferae,Clusia
,,,,
Nymphalidae,Morpho,Morpho anaxibia,Erythroxylaceae,Erythroxylum pulchrum
,,,,
Nymphalidae,Morpho,Morpho anaxibia,Myrtaceae,Eugenia brasiliensis
,,,,
Nymphalidae,Morpho,Morpho anaxibia,Moraceae,Ficus gamelleira
,,,,
Nymphalidae,Morpho,Morpho anaxibia,Lauraceae,Nectandra
,,,,
Nymphalidae,Morpho,Morpho anaxibia,Guttiferae,Clusia
,,,,
Nymphalidae,Morpho,Morpho anaxibia,Erythroxylaceae,Erythroxylum pulchrum
,,,,
Nymphalidae,Morpho,Morpho anaxibia,Myrtaceae,Eugenia brasiliensis
,,,,
Nymphalidae,Morpho,Morpho anaxibia,Moraceae,Ficus gamelleira
,,,,
Nymphalidae,Morpho,Morpho anaxibia,Lauraceae,Nectandra
,,,,
Nymphalidae,Morpho,Morpho catenarius,Leguminosae,
,,,,
Nymphalidae,Morpho,Morpho catenarius,Leguminosae (m),Acacia longifolia
,,,,
Nymphalidae,Morpho,Morpho catenarius,Leguminosae (c),Ceratonia
,,,,
Nymphalidae,Morpho,Morpho catenarius,Sapindaceae,Cupania vernalis
,,,,
Nymphalidae,Morpho,Morpho catenarius,Erythroxylaceae,Erythroxylum pelleterianum
,,,,
Nymphalidae,Morpho,Morpho catenarius,Leguminosae (m),Inga semialata
,,,,
Nymphalidae,Morpho,Morpho catenarius,Leguminosae (m),Inga sessilis
,,,,
Nymphalidae,Morpho,Morpho catenarius,Leguminosae (m),Inga uraguensis
,,,,
Nymphalidae,Morpho,Morpho catenarius,Sapindaceae,Matayba
,,,,
Nymphalidae,Morpho,Morpho catenarius,Rhamnaceae,Scutia buxifolia
,,,,
Nymphalidae,Morpho,Morpho catenarius,Euphorbiaceae,Sebastiania klotzschiana
,,,,
Nymphalidae,Morpho,Morpho coelestis,Musaceae,
,,,,
Nymphalidae,Morpho,Morpho coelestis,Leguminosae (p),Platymiscium
,,,,
Nymphalidae,Morpho,Morpho didius,Palmae,
,,,,
Nymphalidae,Morpho,Morpho granadensis,Leguminosae (p),Machaerium seemannii
,,,,
Nymphalidae,Morpho,Morpho hercules,Menispermaceae,
,,,,
Nymphalidae,Morpho,Morpho hercules,Musaceae,
,,,,
Nymphalidae,Morpho,Morpho hercules,Menispermaceae,Abuta selloana
,,,,
Nymphalidae,Morpho,Morpho laertes,Leguminosae,
,,,,
Nymphalidae,Morpho,Morpho laertes,Leguminosae (m),Inga
,,,,
Nymphalidae,Morpho,Morpho laertes,Leguminosae (m),Inga bahiensis
,,,,
Nymphalidae,Morpho,Morpho laertes,Leguminosae (m),Inga edulis
,,,,
Nymphalidae,Morpho,Morpho laertes,Leguminosae (m),Inga semialata
,,,,
Nymphalidae,Morpho,Morpho laertes,Tiliaceae,Luehea
,,,,
Nymphalidae,Morpho,Morpho laertes,Leguminosae (p),Machaerium acutifolium
,,,,
Nymphalidae,Morpho,Morpho menelaus,Erythroxylaceae,Erythroxylum pulchrum
,,,,
Nymphalidae,Morpho,Morpho menelaus,Leguminosae (p),Machaerium
,,,,
Nymphalidae,Morpho,Morpho menelaus,Erythroxylaceae,Erythroxylum pulchrum
,,,,
Nymphalidae,Morpho,Morpho peleides,Leguminosae (p),Arachis hypogaea
,,,,
Nymphalidae,Morpho,Morpho peleides,Leguminosae (p),Dioclea wilsonii
,,,,
Nymphalidae,Morpho,Morpho peleides,Leguminosae (m),Inga
,,,,
Nymphalidae,Morpho,Morpho peleides,Leguminosae (p),Lonchocarpus
,,,,
Nymphalidae,Morpho,Morpho peleides,Leguminosae (p),Machaerium
,,,,
Nymphalidae,Morpho,Morpho peleides,Leguminosae (p),Machaerium cobanense
,,,,
Nymphalidae,Morpho,Morpho peleides,Leguminosae (p),Machaerium salvadorense
,,,,
Nymphalidae,Morpho,Morpho peleides,Leguminosae (p),Machaerium seemannii
,,,,
Nymphalidae,Morpho,Morpho peleides,Leguminosae (p),Medicago sativa
,,,,
Nymphalidae,Morpho,Morpho peleides,Leguminosae (p),Mucuna mutisiana
,,,,
Nymphalidae,Morpho,Morpho peleides,Leguminosae (p),Mucuna urens
,,,,
Nymphalidae,Morpho,Morpho peleides,Bignoniaceae,Paragonia
,,,,
Nymphalidae,Morpho,Morpho peleides,Bignoniaceae,Paragonia pyramidata
,,,,
Nymphalidae,Morpho,Morpho peleides,Leguminosae (m),Pithecellobium
,,,,
Nymphalidae,Morpho,Morpho peleides,Leguminosae (p),Pterocarpus
,,,,
Nymphalidae,Morpho,Morpho peleides,Leguminosae (p),Pterocarpus rohrii
,,,,
Nymphalidae,Morpho,Morpho polyphemus,Leguminosae (m),Inga
,,,,
Nymphalidae,Morpho,Morpho polyphemus,Sapindaceae,Paullinia pinnata
,,,,
Nymphalidae,Morpho,Morpho polyphemus,Sapindaceae,Paullinia pinnata
,,,,
Nymphalidae,Morpho,Morpho portis,Gramineae,Bambusa
,,,,
Nymphalidae,Morpho,Morpho portis,Gramineae,Chusquea meyeriana
,,,,
Nymphalidae,Morpho,Morpho rhetenor,Palmae,
,,,,
Nymphalidae,Morpho,Morpho rhetenor,Leguminosae (c),Macrolobium bifolium
,,,,
Nymphalidae,Morpho,Morpho richardus,Menispermaceae,Abuta selloana
,,,,
Nymphalidae,Melanitis,Melanitis constantia,Gramineae,
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Apluda mutica
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Axonopus
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Bambusa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Bambusa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Bambusa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Brachiaria mutica
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Capillipedium parviflorum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Coix lacryma-jobi
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Cynodon
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Digitaria
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Digitaria
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Digitaria cruciata
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Digitaria sanguinalis
,,,,
Nymphalidae,Melanitis,Melanitis leda,Palmae,Elaeis guineensis
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Eleusine indica
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Imperata
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Imperata
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Imperata cylindrica
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Imperata cylindrica
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Microstegium ciliatum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Miscanthus japonicus
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Miscanthus sinensis
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Oryza
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Oryza sativa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Oryza sativa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Oryza sativa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Oryza sativa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Oryza sativa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Oryza sativa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Oryza sativa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Panicum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Panicum maximum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Panicum maximum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Panicum maximum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Panicum repens
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Panicum repens
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Paspalum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Pennisetum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Pennisetum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Pennisetum americanum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Pennisetum purpureum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Pennisetum purpureum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Poa pratensis
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Saccharum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Saccharum officinarum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Saccharum officinarum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Saccharum officinarum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Saccharum robustum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Setaria chevalieri
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Setaria cris-ardeae
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Setaria cris-ardeae
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Setaria palmifolia
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Setaria viridis
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Sorghum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Sorghum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Sorghum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Sorghum vulgare
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Stenotaphrum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Thysanolaena maxima
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Zea mays
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Zea mays
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Zea mays
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Zea mays
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Bambusa multiplex
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Oryza sativa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Oryza sativa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Oryza sativa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Oryza sativa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Polyphagous,
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Andropogon sorghum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Oryza sativa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Pennisetum americanum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Saccharum officinarum
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Oryza sativa
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,Zizania latifolia
,,,,
Nymphalidae,Melanitis,Melanitis leda,Gramineae,
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Bambusa
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Capillipedium parviflorum
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Coix
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Ischaemum indicum
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Microstegium ciliatum
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Miscanthus
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Oryza sativa
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Oryza sativa
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Panicum excurrens
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Saccharum
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Setaria palmifolia
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Thysanolaena maxima
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Zea
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Setaria palmifolia
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Brachiaria mutica
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Isachne globosa
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Miscanthus sinensis
,,,,
Nymphalidae,Melanitis,Melanitis phedima,Gramineae,Setaria palmifolia
,,,,
Nymphalidae,Melanitis,Melanitis zitenius,Gramineae,Bambusa
,,,,
Nymphalidae,Melanitis,Melanitis zitenius,Gramineae,Dendrocalamus giganteus
,,,,
Nymphalidae,Melanitis,Melanitis zitenius,Gramineae,Dinochloa andamanica
,,,,
Nymphalidae,Bicyclus,Bicyclus anynana,Gramineae,
,,,,
Nymphalidae,Bicyclus,Bicyclus anynana,Gramineae,Ehrharta erecta
,,,,
Nymphalidae,Bicyclus,Bicyclus anynana,Gramineae,
,,,,
Nymphalidae,Bicyclus,Bicyclus campina,Gramineae,
,,,,
Nymphalidae,Bicyclus,Bicyclus campina,Gramineae,
,,,,
Nymphalidae,Bicyclus,Bicyclus campina,Gramineae,
,,,,
Nymphalidae,Bicyclus,Bicyclus campina,Gramineae,
,,,,
Nymphalidae,Bicyclus,Bicyclus dorothea,Gramineae,
,,,,
Nymphalidae,Bicyclus,Bicyclus dorothea,Gramineae,Oryza sativa
,,,,
Nymphalidae,Bicyclus,Bicyclus dubia,Gramineae,
,,,,
Nymphalidae,Bicyclus,Bicyclus iccius,Gramineae,
,,,,
Nymphalidae,Bicyclus,Bicyclus medontias,Zingiberaceae,Amomum
,,,,
Nymphalidae,Bicyclus,Bicyclus rhacotis,Gramineae,
,,,,
Nymphalidae,Bicyclus,Bicyclus safitza,Gramineae,
,,,,
Nymphalidae,Bicyclus,Bicyclus safitza,Gramineae,
,,,,
Nymphalidae,Bicyclus,Bicyclus safitza,Gramineae,Ehrharta erecta
,,,,
Nymphalidae,Bicyclus,Bicyclus safitza,Gramineae,
,,,,
Nymphalidae,Bicyclus,Bicyclus saussurei,Gramineae,
,,,,
Nymphalidae,Bicyclus,Bicyclus vulgaris,Gramineae,Oryza sativa
,,,,
Nymphalidae,Tisiphone,Tisiphone abeona,Cyperaceae,Gahnia clarkei
,,,,
Nymphalidae,Tisiphone,Tisiphone abeona,Cyperaceae,Gahnia erythrocarpa
,,,,
Nymphalidae,Tisiphone,Tisiphone abeona,Cyperaceae,Gahnia melanocarpa
,,,,
Nymphalidae,Tisiphone,Tisiphone abeona,Cyperaceae,Gahnia sieberana
,,,,
Nymphalidae,Tisiphone,Tisiphone helena,Cyperaceae,Gahnia
,,,,
Nymphalidae,Tisiphone,Tisiphone helena,Cyperaceae,Gahnia sieberana
,,,,
Nymphalidae,Tisiphone,Tisiphone helena,Gramineae,Imperata
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,Brachypodium phoenicoides
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,Elymus repens
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,Milium
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,Poa
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,Poa annua
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,Poa annua
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,Poa pratensis
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,Poa trivialis
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,Poa trivialis
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,Stipa tenacissima
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,Agrostis
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,Lolium
,,,,
Nymphalidae,Maniola,Maniola jurtina,Gramineae,Poa
Hepialidae,ABANTIADES,Abantiades hyalinatus,Myrtaceae,Eucalyptus
Hepialidae,ABANTIADES,Abantiades labyrinthicus,Myrtaceae,Eucalyptus
Hepialidae,ABANTIADES,Abantiades latipennis,Myrtaceae,Eucalyptus
Hepialidae,ABANTIADES,Abantiades latipennis,Myrtaceae,Eucalyptus obliqua
Hepialidae,ABANTIADES,Abantiades latipennis,Myrtaceae,Eucalyptus regnans
Drepanidae,ACHLYA,Achlya flavicornis,Betulaceae,Alnus glutinosa
Drepanidae,ACHLYA,Achlya flavicornis,Betulaceae,Betula
Drepanidae,ACHLYA,Achlya flavicornis,Betulaceae,Betula pendula
Drepanidae,ACHLYA,Achlya flavicornis,Betulaceae,Betula pendula
Drepanidae,ACHLYA,Achlya flavicornis,Betulaceae,Betula pubescens
Drepanidae,ACHLYA,Achlya flavicornis,Salicaceae,Populus tremula
Drepanidae,ACHLYA,Achlya flavicornis,Betulaceae,Betula
Drepanidae,ACHLYA,Achlya flavicornis,Betulaceae,Betula pendula
Tortricidae,ACLERIS,Acleris askoldana,Caprifoliaceae,Abelia spathulata
Tortricidae,ACLERIS,Acleris abietana,Pinaceae,Abies
Tortricidae,ACLERIS,Acleris gloveranus,Pinaceae,Abies
Tortricidae,ACLERIS,Acleris variana,Pinaceae,Abies
Tortricidae,ACLERIS,Acleris variana,Pinaceae,Abies alba
Tortricidae,ACLERIS,Acleris variana,Pinaceae,Abies amabilis
Tortricidae,ACLERIS,Acleris variana,Pinaceae,Abies amabilis
Tortricidae,ACLERIS,Acleris gloveranus,Pinaceae,Abies balsamea
Tortricidae,ACLERIS,Acleris variana,Pinaceae,Abies balsamea
