Family,Genus,Species,Host_family,Host_name
,,,,
Nymphalidae,Amauris,Amauris niavius,Boraginaceae,Heliotropium indicum
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Cynanchum
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Cynanchum
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Cynanchum abyssinicum
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Cynanchum chiridense
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Cynanchum chiridense
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Cynanchum louiseae
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Cynanchum rossicum
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Cynanchum vincetoxicum
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Gymnema
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Gymnema
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Marsdenia
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Marsdenia
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Secamone
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Secamone
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Tylophora
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Tylophora
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Tylophora anomala
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Tylophora anomala
,,,,
Nymphalidae,Amauris,Amauris ochlea,Asclepiadaceae,Tylophora stolzii ?
,,,,
Nymphalidae,Amauris,Amauris phoedon,Apocynaceae,Nerium
,,,,
Nymphalidae,Amauris,Amauris phoedon,Asclepiadaceae,Tylophora
,,,,
Nymphalidae,Amauris,Amauris phoedon,Asclepiadaceae,Tylophora asthmatica
,,,,
Nymphalidae,Amauris,Amauris tartarea,Cruciferae,Brassica
,,,,
Nymphalidae,Amauris,Amauris tartarea,Cruciferae,Brassica oleracea
,,,,
Nymphalidae,Tellervo,Tellervo zoilus,Rubiaceae,Ixora fulgens
,,,,
Nymphalidae,Tellervo,Tellervo zoilus,Apocynaceae,Parsonsia velutina
,,,,
Nymphalidae,Euxanthe,Euxanthe crossleyi,Sapindaceae,Blighia
,,,,
Nymphalidae,Euxanthe,Euxanthe crossleyi,Sapindaceae,Blighia
,,,,
Nymphalidae,Euxanthe,Euxanthe crossleyi,Sapindaceae,Blighia zambesiaca
,,,,
Nymphalidae,Euxanthe,Euxanthe crossleyi,Sapindaceae,Deinbollia
,,,,
Nymphalidae,Euxanthe,Euxanthe crossleyi,Sapindaceae,Deinbollia
,,,,
Nymphalidae,Euxanthe,Euxanthe eurinome,Leguminosae (c),Afzelia
,,,,
Nymphalidae,Euxanthe,Euxanthe eurinome,Sapindaceae,Blighia
,,,,
Nymphalidae,Euxanthe,Euxanthe eurinome,Sapindaceae,Blighia
,,,,
Nymphalidae,Euxanthe,Euxanthe eurinome,Sapindaceae,Blighia zambesiaca
,,,,
Nymphalidae,Euxanthe,Euxanthe eurinome,Sapindaceae,Deinbollia
,,,,
Nymphalidae,Euxanthe,Euxanthe eurinome,Sapindaceae,Deinbollia
,,,,
Nymphalidae,Euxanthe,Euxanthe eurinome,Sapindaceae,Deinbollia pinnata
,,,,
Nymphalidae,Euxanthe,Euxanthe tiberius,Sapindaceae,Blighia
,,,,
Nymphalidae,Euxanthe,Euxanthe tiberius,Sapindaceae,Blighia
,,,,
Nymphalidae,Euxanthe,Euxanthe tiberius,Sapindaceae,Deinbollia
,,,,
Nymphalidae,Euxanthe,Euxanthe tiberius,Sapindaceae,Deinbollia
,,,,
Nymphalidae,Euxanthe,Euxanthe trajanus,Sapindaceae,Blighia
,,,,
Nymphalidae,Euxanthe,Euxanthe trajanus,Sapindaceae,Blighia
,,,,
Nymphalidae,Euxanthe,Euxanthe trajanus,Sapindaceae,Deinbollia
,,,,
Nymphalidae,Euxanthe,Euxanthe trajanus,Sapindaceae,Deinbollia
,,,,
Nymphalidae,Euxanthe,Euxanthe trajanus,Meliaceae,Lovoa
,,,,
Nymphalidae,Euxanthe,Euxanthe trajanus,Meliaceae,Lovoa brownii
,,,,
Nymphalidae,Euxanthe,Euxanthe wakefieldi,Leguminosae (c),Afzelia
,,,,
Nymphalidae,Euxanthe,Euxanthe wakefieldi,Leguminosae (c),Afzelia quanzensis
,,,,
Nymphalidae,Euxanthe,Euxanthe wakefieldi,Sapindaceae,Blighia
,,,,
Nymphalidae,Euxanthe,Euxanthe wakefieldi,Sapindaceae,Blighia
,,,,
Nymphalidae,Euxanthe,Euxanthe wakefieldi,Sapindaceae,Deinbollia
,,,,
Nymphalidae,Euxanthe,Euxanthe wakefieldi,Sapindaceae,Deinbollia
,,,,
Nymphalidae,Euxanthe,Euxanthe wakefieldi,Sapindaceae,Deinbollia kilimandscharica
,,,,
Nymphalidae,Euxanthe,Euxanthe wakefieldi,Sapindaceae,Deinbollia oblongifolia
,,,,
Nymphalidae,Euxanthe,Euxanthe wakefieldi,Sapindaceae,Lecaniodiscus
,,,,
Nymphalidae,Euxanthe,Euxanthe wakefieldi,Sapindaceae,Sapindus
,,,,
Nymphalidae,Euxanthe,Euxanthe wakefieldi,Sapindaceae,Sapindus
,,,,
Nymphalidae,Memphis,Memphis arginussa,Euphorbiaceae,Croton
,,,,
Nymphalidae,Memphis,Memphis artacaena,Euphorbiaceae,Croton glabellus
,,,,
Nymphalidae,Memphis,Memphis artacaena,Euphorbiaceae,Croton schiedeanus
,,,,
Nymphalidae,Memphis,Memphis beatrix,Piperaceae,Piper
,,,,
Nymphalidae,Memphis,Memphis cleomestra,Piperaceae,Piper
,,,,
Nymphalidae,Memphis,Memphis forreri,Lauraceae,Ocotea
,,,,
Nymphalidae,Memphis,Memphis lankesteri,Euphorbiaceae,Croton
,,,,
Nymphalidae,Memphis,Memphis morvus,Euphorbiaceae,Croton
,,,,
Nymphalidae,Memphis,Memphis morvus,Lauraceae,Endlicheria paniculata
,,,,
Nymphalidae,Memphis,Memphis morvus,Lauraceae,Nectandra globosa
,,,,
Nymphalidae,Memphis,Memphis morvus,Lauraceae,Nectandra sinuata
,,,,
Nymphalidae,Memphis,Memphis morvus,Lauraceae,Ocotea acutifolia
,,,,
Nymphalidae,Memphis,Memphis morvus,Lauraceae,Ocotea litsaeifolia
,,,,
Nymphalidae,Memphis,Memphis morvus,Piperaceae,Piper
,,,,
Nymphalidae,Memphis,Memphis oenomais,Euphorbiaceae,Croton billbergianus
,,,,
Nymphalidae,Memphis,Memphis otrere,Euphorbiaceae,Croton urucurana
,,,,
Nymphalidae,Memphis,Memphis perenna,Euphorbiaceae,Croton
,,,,
Nymphalidae,Memphis,Memphis pithyusa,Euphorbiaceae,Croton jalapensis
,,,,
Nymphalidae,Memphis,Memphis pithyusa,Euphorbiaceae,Croton niveus
,,,,
Nymphalidae,Memphis,Memphis pithyusa,Euphorbiaceae,Croton reflexifolius
,,,,
Nymphalidae,Memphis,Memphis pithyusa,Piperaceae,Piper
,,,,
Nymphalidae,Memphis,Memphis pithyusa,Euphorbiaceae,Croton nr. hircinus
,,,,
Nymphalidae,Memphis,Memphis xenocles,Euphorbiaceae,Croton
,,,,
Nymphalidae,Amathusia,Amathusia,Palmae,Cocos nucifera
,,,,
Nymphalidae,Amathusia,Amathusia,Palmae,Elaeis guineensis
,,,,
Nymphalidae,Amathusia,Amathusia gunneryi,Palmae,Cocos nucifera
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Areca
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Borassus flabellifer
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Cocos nucifera
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Cocos nucifera
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Cocos nucifera
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Cocos nucifera
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Cocos nucifera
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Corypha
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Elaeis
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Elaeis guineensis
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Elaeis guineensis
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Elaeis guineensis
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Elaeis guineensis
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Metroxylon
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Metroxylon sagu
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Musaceae,Musa
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Musaceae,Musa paradisiaca
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Musaceae,Musa x paradisiaca
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Musaceae,Musa x paradisiaca
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Cocos nucifera
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Cyrtostachys lakka
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Cocos nucifera
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Elaeis guineensis
,,,,
Nymphalidae,Amathusia,Amathusia phidippus,Palmae,Nypa fruticans
,,,,
Nymphalidae,Lethe,Lethe callipteris,Gramineae,Arundinaria
,,,,
Nymphalidae,Lethe,Lethe chandica,Gramineae,Dendrocalamus asper
,,,,
Nymphalidae,Lethe,Lethe chandica,Gramineae,Dendrocalamus giganteus
,,,,
Nymphalidae,Lethe,Lethe chandica,Gramineae,Sinarundinaria niitakayamensis
,,,,
Nymphalidae,Lethe,Lethe chandica,Gramineae,Miscanthus sinensis
,,,,
Nymphalidae,Lethe,Lethe chandica,Gramineae,Sinarundinaria niitakayamensis
,,,,
Nymphalidae,Lethe,Lethe christophi,Gramineae,Sinarundinaria niitakayamensis
,,,,
Nymphalidae,Lethe,Lethe christophi,Gramineae,Sinarundinaria niitakayamensis
,,,,
Nymphalidae,Lethe,Lethe confusa,Gramineae,Capillipedium assimile
,,,,
Nymphalidae,Lethe,Lethe confusa,Gramineae,Capillipedium parviflorum
,,,,
Nymphalidae,Lethe,Lethe confusa,Gramineae,Microstegium ciliatum
,,,,
Nymphalidae,Lethe,Lethe confusa,Gramineae,Miscanthus floridulus
,,,,
Nymphalidae,Lethe,Lethe confusa,Gramineae,Miscanthus sinensis
,,,,
Nymphalidae,Lethe,Lethe confusa,Gramineae,Bambusa
,,,,
Nymphalidae,Lethe,Lethe diana,Gramineae,Arundinaria
,,,,
Nymphalidae,Lethe,Lethe diana,Gramineae,Arundinaria simonii
,,,,
Nymphalidae,Lethe,Lethe diana,Gramineae,Phyllostachys bambusoides
,,,,
Nymphalidae,Lethe,Lethe diana,Gramineae,Phyllostachys nigra
,,,,
Nymphalidae,Lethe,Lethe diana,Gramineae,Sasa borealis
,,,,
Nymphalidae,Lethe,Lethe diana,Gramineae,Sasa kurilensis
,,,,
Nymphalidae,Lethe,Lethe drypetis,Gramineae,Bambusa arundinacea
,,,,
Nymphalidae,Lethe,Lethe drypetis,Gramineae,Bambusa arundinacea
,,,,
Nymphalidae,Lethe,Lethe europa,Gramineae,Arundinaria linearis
,,,,
Nymphalidae,Lethe,Lethe europa,Gramineae,Bambusa multiplex
,,,,
Nymphalidae,Lethe,Lethe europa,Gramineae,Bambusa multiplex
,,,,
Nymphalidae,Lethe,Lethe europa,Gramineae,Bambusa oldhamii
,,,,
Nymphalidae,Lethe,Lethe europa,Gramineae,Bambusa oldhamii
,,,,
Nymphalidae,Lethe,Lethe europa,Gramineae,Bambusa tuldoides
,,,,
Nymphalidae,Lethe,Lethe europa,Gramineae,Bambusa vulgaris ?
,,,,
Nymphalidae,Lethe,Lethe europa,Gramineae,Microstegium ciliatum
,,,,
Nymphalidae,Lethe,Lethe europa,Gramineae,
,,,,
Nymphalidae,Lethe,Lethe europa,Gramineae,Bambusa
,,,,
Nymphalidae,Lethe,Lethe europa,Gramineae,
,,,,
Nymphalidae,Lethe,Lethe europa,Gramineae,Dinochloa andamanica
,,,,
Nymphalidae,Lethe,Lethe europa,Gramineae,Bambusa multiplex
,,,,
Nymphalidae,Lethe,Lethe europa,Gramineae,Bambusa oldhami
,,,,
Nymphalidae,Lethe,Lethe europa,Gramineae,Phyllostachys makinoi
,,,,
Nymphalidae,Lethe,Lethe gemina,Gramineae,Sinarundinaria niitakayamensis
,,,,
Nymphalidae,Lethe,Lethe insana,Gramineae,Sinarundinaria niitakayamensis
,,,,
Nymphalidae,Lethe,Lethe insana,Gramineae,Thamnocalamus falconeri
,,,,
Nymphalidae,Lethe,Lethe insana,Gramineae,
,,,,
Nymphalidae,Lethe,Lethe insana,Gramineae,Sinarundinaria niitakayamensis
,,,,
Nymphalidae,Lethe,Lethe manthara,Gramineae,Bambusa
,,,,
Nymphalidae,Lethe,Lethe marginalis,Gramineae,Miscanthus
,,,,
Nymphalidae,Lethe,Lethe minerva,Gramineae,Bambusa
,,,,
Nymphalidae,Lethe,Lethe rohira,Gramineae,Brachiaria mutica
,,,,
Nymphalidae,Lethe,Lethe rohira,Gramineae,Imperata cylindrica
,,,,
Nymphalidae,Lethe,Lethe rohira,Gramineae,Miscanthus
,,,,
Nymphalidae,Lethe,Lethe rohira,Gramineae,Miscanthus flavidus
,,,,
Nymphalidae,Lethe,Lethe rohira,Gramineae,Miscanthus sinensis
,,,,
Nymphalidae,Lethe,Lethe rohria,Gramineae,Apluda mutica
,,,,
Nymphalidae,Lethe,Lethe rohria,Gramineae,Brachiaria mutica
,,,,
Nymphalidae,Lethe,Lethe rohria,Gramineae,Capillipedium parviflorum
,,,,
Nymphalidae,Lethe,Lethe rohria,Gramineae,Imperata cylindrica
,,,,
Nymphalidae,Lethe,Lethe rohria,Gramineae,Microstegium ciliatum
,,,,
Nymphalidae,Lethe,Lethe rohria,Gramineae,Miscanthus flavidus
,,,,
Nymphalidae,Lethe,Lethe rohria,Gramineae,Miscanthus sinensis
,,,,
Nymphalidae,Lethe,Lethe rohria,Gramineae,Bambusa
,,,,
Nymphalidae,Lethe,Lethe rohria,Gramineae,
,,,,
Nymphalidae,Lethe,Lethe scanda,Gramineae,
,,,,
Nymphalidae,Lethe,Lethe sicelis,Gramineae,Arundinaria
,,,,
Nymphalidae,Lethe,Lethe sidonis,Gramineae,
,,,,
Nymphalidae,Lethe,Lethe sidonis,Gramineae,Thamnocalamus falconeri
,,,,
Nymphalidae,Lethe,Lethe sidonis,Gramineae,
,,,,
Nymphalidae,Lethe,Lethe verma,Gramineae,Phyllostachys makinoi
,,,,
Nymphalidae,Lethe,Lethe verma,Gramineae,Phyllostachys makinoi
,,,,
Nymphalidae,Lethe,Lethe verma,Gramineae,
,,,,
Nymphalidae,Paratisiphone,Paratisiphone lyrnessa,Cyperaceae,Costularia
,,,,
Nymphalidae,Erebia,Erebia aethiops,Gramineae,Agrostis canina
,,,,
Nymphalidae,Erebia,Erebia aethiops,Gramineae,Aira
,,,,
Nymphalidae,Erebia,Erebia embla,Gramineae,Aira
,,,,
Nymphalidae,Erebia,Erebia epiphron,Gramineae,Aira praecox
,,,,
Nymphalidae,Erebia,Erebia epiphron,Gramineae,Aira praecox
,,,,
Nymphalidae,Erebia,Erebia niphonica,Cyperaceae,Carex
,,,,
Nymphalidae,Erebia,Erebia discoidalis,Cyperaceae,Carex
,,,,
Nymphalidae,Erebia,Erebia ligea,Cyperaceae,Carex
,,,,
Nymphalidae,Erebia,Erebia magdalena,Cyperaceae,Carex
,,,,
Nymphalidae,Erebia,Erebia disa,Cyperaceae,Carex
,,,,
Nymphalidae,Erebia,Erebia embla,Cyperaceae,Carex
,,,,
Nymphalidae,Erebia,Erebia magdalena,Cyperaceae,Carex atratiformis
,,,,
Nymphalidae,Erebia,Erebia rossii,Cyperaceae,Carex atrofusca
,,,,
Nymphalidae,Erebia,Erebia niphonica,Cyperaceae,Carex conica
,,,,
Nymphalidae,Erebia,Erebia niphonica,Cyperaceae,Carex multifolia
,,,,
Nymphalidae,Erebia,Erebia niphonica,Cyperaceae,Carex pisiformis
,,,,
Nymphalidae,Erebia,Erebia rossii,Cyperaceae,Carex rariflora
,,,,
Nymphalidae,Erebia,Erebia niphonica,Cyperaceae,Carex reinii
,,,,
Nymphalidae,Erebia,Erebia niphonica,Cyperaceae,Carex shimidzensis
,,,,
Nymphalidae,Erebia,Erebia aethiops,Gramineae,Dactylis glomerata
,,,,
Nymphalidae,Erebia,Erebia claudina,Gramineae,Deschampsia cespitosa
,,,,
Nymphalidae,Erebia,Erebia claudina,Gramineae,Deschampsia cespitosa
,,,,
Nymphalidae,Erebia,Erebia epiphron,Gramineae,Deschampsia cespitosa
,,,,
Nymphalidae,Erebia,Erebia ligea,Gramineae,Deschampsia cespitosa
,,,,
Nymphalidae,Erebia,Erebia ligea,Gramineae,Deschampsia cespitosa
,,,,
Nymphalidae,Erebia,Erebia embla,Gramineae,Deschampsia cespitosa
,,,,
Nymphalidae,Erebia,Erebia embla,Gramineae,Deschampsia setacea
,,,,
Nymphalidae,Erebia,Erebia medusa,Gramineae,Digitaria
,,,,
Nymphalidae,Erebia,Erebia euryale,Gramineae,Digitaria
,,,,
Nymphalidae,Erebia,Erebia neoridas,Gramineae,Digitaria sanguinalis
,,,,
Nymphalidae,Erebia,Erebia medusa,Gramineae,Digitaria sanguinalis
,,,,
Nymphalidae,Erebia,Erebia ligea,Gramineae,Digitaria sanguinalis
,,,,
Nymphalidae,Erebia,Erebia pandrose,Gramineae,Festuca
,,,,
Nymphalidae,Erebia,Erebia pandrose,Gramineae,Festuca
,,,,
Nymphalidae,Erebia,Erebia aethiops,Gramineae,Festuca
,,,,
Nymphalidae,Erebia,Erebia euryale,Gramineae,Festuca
,,,,
Nymphalidae,Erebia,Erebia gorge,Gramineae,Festuca
,,,,
Nymphalidae,Erebia,Erebia pharte,Gramineae,Festuca
,,,,
Nymphalidae,Erebia,Erebia meolans,Gramineae,Festuca iberica
,,,,
Nymphalidae,Erebia,Erebia neoridas,Gramineae,Festuca liniensis
,,,,
Nymphalidae,Erebia,Erebia neoridas,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia scipio,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia palarica,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia alberganus,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia alberganus,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia meolans,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia epistygne,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia oeme,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia epiphron,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia zapateri,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia christi,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia meolans,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia manto,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia medusa,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia tyndarus,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia tyndarus,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia flavofasciata,Gramineae,Festuca ovina
,,,,
Nymphalidae,Erebia,Erebia tyndarus,Gramineae,Festuca ovina ?
,,,,
Nymphalidae,Erebia,Erebia palarica,Gramineae,Festuca rubra
,,,,
Nymphalidae,Erebia,Erebia alberganus,Gramineae,Festuca rubra
,,,,
Nymphalidae,Erebia,Erebia tyndarus,Gramineae,Festuca rubra
,,,,
Nymphalidae,Erebia,Erebia epistygne,Gramineae,Festuca rubra
,,,,
Nymphalidae,Erebia,Erebia zapateri,Gramineae,Festuca rubra
,,,,
Nymphalidae,Erebia,Erebia zapateri,Gramineae,Festuca sp. (rubra group)
,,,,
Nymphalidae,Erebia,Erebia oeme,Gramineae,Holcus mollis
,,,,
Nymphalidae,Erebia,Erebia oeme,Juncaceae,Juncus
,,,,
Nymphalidae,Erebia,Erebia triaria,Gramineae,Lolium
,,,,
Nymphalidae,Erebia,Erebia meolans,Gramineae,Lolium
,,,,
Nymphalidae,Erebia,Erebia medusa,Gramineae,Lolium
,,,,
Nymphalidae,Erebia,Erebia alberganus,Gramineae,Lolium arundinaceum
,,,,
Nymphalidae,Erebia,Erebia zapateri,Gramineae,Lolium arundinaceum
,,,,
Nymphalidae,Erebia,Erebia oeme,Juncaceae,Luzula
,,,,
Nymphalidae,Erebia,Erebia magdalena,Juncaceae,Luzula spicata
,,,,
Nymphalidae,Erebia,Erebia medusa,Gramineae,Milium
,,,,
Nymphalidae,Erebia,Erebia medusa,Gramineae,Milium effusum
,,,,
Nymphalidae,Erebia,Erebia euryale,Gramineae,Milium effusum
,,,,
Nymphalidae,Erebia,Erebia ligea,Gramineae,Milium effusum
,,,,
Nymphalidae,Erebia,Erebia ligea,Gramineae,Milium effusum
,,,,
Nymphalidae,Erebia,Erebia ligea,Gramineae,Milium effusum
,,,,
Nymphalidae,Erebia,Erebia aethiops,Gramineae,Molinia caerulea
,,,,
Nymphalidae,Erebia,Erebia aethiops,Gramineae,Molinia caerulea
,,,,
Nymphalidae,Erebia,Erebia meolans,Gramineae,Nardus stricta
,,,,
Nymphalidae,Erebia,Erebia epiphron,Gramineae,Nardus stricta
,,,,
Nymphalidae,Erebia,Erebia epiphron,Gramineae,Nardus stricta
,,,,
Nymphalidae,Erebia,Erebia zapateri,Gramineae,Nardus stricta
,,,,
Nymphalidae,Erebia,Erebia pandrose,Gramineae,Poa
,,,,
Nymphalidae,Erebia,Erebia pandrose,Gramineae,Poa
,,,,
Nymphalidae,Erebia,Erebia meolans,Gramineae,Poa
,,,,
Nymphalidae,Erebia,Erebia triaria,Gramineae,Poa
,,,,
Nymphalidae,Erebia,Erebia medusa,Gramineae,Poa
,,,,
Nymphalidae,Erebia,Erebia pronoe,Gramineae,Poa
,,,,
Nymphalidae,Erebia,Erebia gorge,Gramineae,Poa
,,,,
Nymphalidae,Erebia,Erebia pharte,Gramineae,Poa
,,,,
Nymphalidae,Erebia,Erebia oeme,Gramineae,Poa
,,,,
Nymphalidae,Erebia,Erebia palarica,Gramineae,Poa alpina
,,,,
Nymphalidae,Erebia,Erebia tyndarus,Gramineae,Poa alpina
,,,,
Nymphalidae,Erebia,Erebia eriphyle,Gramineae,Poa alpina
,,,,
Nymphalidae,Erebia,Erebia styria,Gramineae,Poa alpina
,,,,
Nymphalidae,Erebia,Erebia discoidalis,Gramineae,Poa alpina
,,,,
Nymphalidae,Erebia,Erebia zapateri,Gramineae,Poa alpina
,,,,
Nymphalidae,Erebia,Erebia neoridas,Gramineae,Poa annua
,,,,
Nymphalidae,Erebia,Erebia palarica,Gramineae,Poa annua
,,,,
Nymphalidae,Erebia,Erebia alberganus,Gramineae,Poa annua
,,,,
Nymphalidae,Erebia,Erebia alberganus,Gramineae,Poa annua
,,,,
Nymphalidae,Erebia,Erebia pluto,Gramineae,Poa annua
,,,,
Nymphalidae,Erebia,Erebia aethiops,Gramineae,Poa annua
,,,,
Nymphalidae,Erebia,Erebia tyndarus,Gramineae,Poa annua
,,,,
Nymphalidae,Erebia,Erebia tyndarus,Gramineae,Poa annua
,,,,
Nymphalidae,Erebia,Erebia melampus,Gramineae,Poa annua
,,,,
Nymphalidae,Erebia,Erebia epistygne,Gramineae,Poa annua
,,,,
Nymphalidae,Erebia,Erebia epiphron,Gramineae,Poa annua
,,,,
Nymphalidae,Erebia,Erebia zapateri,Gramineae,Poa annua
,,,,
Nymphalidae,Erebia,Erebia tyndarus,Gramineae,Poa annua ?
,,,,
Nymphalidae,Erebia,Erebia styria,Gramineae,Poa annua ?
,,,,
Nymphalidae,Erebia,Erebia discoidalis,Gramineae,Poa glauca
,,,,
Nymphalidae,Erebia,Erebia medusa,Gramineae,Poa kamtschatica ?
,,,,
Nymphalidae,Erebia,Erebia tyndarus,Gramineae,Poa pratensis
,,,,
Nymphalidae,Erebia,Erebia epistygne,Gramineae,Poa pratensis
,,,,
Nymphalidae,Erebia,Erebia zapateri,Gramineae,Poa pratensis
,,,,
Nymphalidae,Erebia,Erebia magdalena,Gramineae,Poa pratensis
,,,,
Nymphalidae,Erebia,Erebia discoidalis,Gramineae,Poa secunda
,,,,
Nymphalidae,Erebia,Erebia palarica,Gramineae,Poa trivialis
,,,,
Nymphalidae,Erebia,Erebia alberganus,Gramineae,Poa trivialis
,,,,
Nymphalidae,Erebia,Erebia eriphyle,Gramineae,Sesleria caerulea
,,,,
Nymphalidae,Erebia,Erebia styria,Gramineae,Sesleria caerulea
,,,,
Nymphalidae,Erebia,Erebia montana,Gramineae,
,,,,
Nymphalidae,Erebia,Erebia ligea,Gramineae,
,,,,
Nymphalidae,Erebia,Erebia magdalena,Gramineae,
,,,,
Nymphalidae,Taygetis,Taygetis andromeda,Gramineae,Acroceras
,,,,
Nymphalidae,Taygetis,Taygetis andromeda,Gramineae,Olyra
,,,,
Nymphalidae,Taygetis,Taygetis andromeda,Gramineae,Saccharum officinarum
,,,,
Nymphalidae,Taygetis,Taygetis virgilia,Gramineae,Bambusa
,,,,
Nymphalidae,Taygetis,Taygetis ypthima,Gramineae,Bambusa arundinacea
,,,,
Nymphalidae,Taygetis,Taygetis ypthima,Gramineae,Bambusa vulgaris
,,,,
Nymphalidae,Taygetis,Taygetis ypthima,Gramineae,Chusquea meyeriana
,,,,
Nymphalidae,Taygetis,Taygetis ypthima,Gramineae,Chusquea meyeriana
,,,,
Papilionidae,Papilio,Papilio demodocus,Leguminosae (m),Acacia
,,,,
Papilionidae,Papilio,Papilio demodocus,Leguminosae (m),Acacia
,,,,
Papilionidae,Papilio,Papilio glaucus,Aceraceae,Acer
,,,,
Papilionidae,Papilio,Papilio glaucus,Aceraceae,Acer
,,,,
Papilionidae,Papilio,Papilio glaucus,Aceraceae,Acer
,,,,
Papilionidae,Papilio,Papilio glaucus,Aceraceae,Acer
,,,,
Papilionidae,Papilio,Papilio rutulus,Aceraceae,Acer
,,,,
Papilionidae,Papilio,Papilio erectheus,Rutaceae,Acronychia
,,,,
Papilionidae,Papilio,Papilio demoleus,Rutaceae,Acronychia penduculata
,,,,
Papilionidae,Papilio,Papilio liomedon,Rutaceae,Acronychia penduculata
,,,,
Papilionidae,Papilio,Papilio demoleus,Rutaceae,Aegle
,,,,
Papilionidae,Papilio,Papilio polytes,Rutaceae,Aegle
,,,,
Papilionidae,Papilio,Papilio demodocus,Rutaceae,Aegle marmelos
,,,,
Papilionidae,Papilio,Papilio demoleus,Rutaceae,Aegle marmelos
,,,,
Papilionidae,Papilio,Papilio demoleus,Rutaceae,Aegle marmelos
,,,,
Papilionidae,Papilio,Papilio demoleus,Rutaceae,Aegle marmelos
,,,,
Papilionidae,Papilio,Papilio demoleus,Rutaceae,Aegle marmelos
,,,,
Papilionidae,Papilio,Papilio demoleus,Rutaceae,Aegle marmelos
,,,,
Papilionidae,Papilio,Papilio polytes,Rutaceae,Aegle marmelos
,,,,
