Genus,Name_data
,
DELIAS,argentata Roepke 1955 - Valid Name
,
DELIAS,* sanguinea Roepke 1955 - Junior subjective synonym
,
DELIAS,argenthona Fabricius 1793 - Valid Name
,
DELIAS,balli Hulstaert 1923 - Valid Name
,
DELIAS,* insularis Rothschild 1925 - Junior subjective synonym
,
DELIAS,* protocharis Boisduval 1836 - Junior subjective synonym
,
DELIAS,* seminigra Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,aroae Ribbe 1901 - Valid Name
,
DELIAS,angiensis Talbot 1928 - Valid Name
,
DELIAS,balimensis Roepke 1955 - Valid Name
,
DELIAS,yabensis Joicey & Talbot 1922 - Valid Name
,
DELIAS,* brevifascia Joicey & Talbot 1922 - Junior subjective synonym
,
DELIAS,aruna Boisduval 1832 - Valid Name
,
DELIAS,arovana Fruhstorfer 1913 - Valid Name
,
DELIAS,* bajura Boisduval 1832 - Junior subjective synonym
,
DELIAS,* inferna Butler 1871 - Junior subjective synonym
,
DELIAS,irma Fruhstorfer 1907 - Valid Name
,
DELIAS,* madala Fruhstorfer 1907 - Junior subjective synonym
,
DELIAS,rana Swinhoe 1916 - Valid Name
,
DELIAS,rona Rothschild 1898 - Valid Name
,
DELIAS,seriata Fruhstorfer 1907 - Valid Name
,
DELIAS,aurichalca Roepke 1935 - Valid Name
,
DELIAS,bagoe Boisduval 1832 - Valid Name
,
DELIAS,* eurygania Godman & Salvin 1878 - Junior subjective synonym
,
DELIAS,nausana Fruhstorfer 1905 - Valid Name
,
DELIAS,restricta Rothschild 1925 - Valid Name
,
DELIAS,bakeri Kenrick 1909 - Valid Name
,
DELIAS,baracasa Semper 1890 - Valid Name
,
DELIAS,benguetana Inomata 1979 - Valid Name
,
DELIAS,cathara Grose-Smith 1893 - Valid Name
,
DELIAS,danala de Nicéville 1893 - Valid Name
,
DELIAS,dives de Nicéville 1897 - Valid Name
,
DELIAS,* karo Hagen 1894 - Junior subjective synonym
,
DELIAS,belisama Cramer 1779 - Valid Name
,
DELIAS,* angaja Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,* aurantia Moore 1904 - Junior subjective synonym
,
DELIAS,* aurantiaca Doherty 1891 - Junior subjective synonym
,
DELIAS,* aurantiaca Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,balina Fruhstorfer 1908 - Valid Name
,
DELIAS,* belisar Staudinger 1891 - Junior subjective synonym
,
DELIAS,* depicta Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,glauce Butler 1865 - Valid Name
,
DELIAS,nakula Grose-Smith 1889 - Valid Name
,
DELIAS,* auratilis Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,* atisha Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,* erubescens Staudinger 1891 - Junior subjective synonym
,
DELIAS,* sthenoboea Boisduval 1836 - Junior subjective synonym
,
DELIAS,* yogini Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,* vestalina Staudinger 1891 - Junior subjective synonym
,
DELIAS,belladonna Fabricius 1793 - Valid Name
,
DELIAS,burmana Evans 1926 - Valid Name
,
DELIAS,chrysorrhoea Snellen van Vollenhoven 1865 - Valid Name
,
DELIAS,* hearseyi Butler 1885 - Junior subjective synonym
,
DELIAS,hedybia Jordan 1925 - Valid Name
,
DELIAS,horsfieldi Gray 1831 - Valid Name
,
DELIAS,ithiela Butler 1869 - Valid Name
,
DELIAS,kwangtungensis Talbot 1928 - Valid Name
,
DELIAS,* pekiangensis Mell 1951 - Junior subjective synonym
,
DELIAS,lugens Jordan 1925 - Valid Name
,
DELIAS,malayana Pendlebury 1933 - Valid Name
,
DELIAS,surprisa Martin 1913 - Valid Name
,
DELIAS,* surya Mitis 1893 - Junior subjective synonym
,
DELIAS,zelima Mitis 1893 - Valid Name
,
DELIAS,benasu Martin 1912 - Valid Name
,
DELIAS,berinda Moore 1872 - Valid Name
,
DELIAS,adelma Mitis 1893 - Valid Name
,
DELIAS,* amarantha Mitis 1893 - Junior subjective synonym
,
DELIAS,boyleae Butler 1885 - Valid Name
,
DELIAS,cooperi Tytler 1939 - Valid Name
,
DELIAS,yedanula Fruhstorfer 1910 - Valid Name
,
DELIAS,biaka Joicey & Noakes 1915 - Valid Name
,
DELIAS,blanca Felder 1862 - Valid Name
,
DELIAS,apemeia Fruhstorfer 1910 - Valid Name
,
DELIAS,nausicaa Fruhstorfer 1899 - Valid Name
,
DELIAS,bornemanni Ribbe 1901 - Valid Name
,
DELIAS,entima Jordan 1930 - Valid Name
,
DELIAS,bosnikiana Joicey & Noakes 1915 - Valid Name
,
DELIAS,bothwelli Kenrick 1909 - Valid Name
,
DELIAS,* intermedia Küppers 1978 - Junior subjective synonym
,
DELIAS,* latimarginata Küppers 1978 - Junior subjective synonym
,
DELIAS,* lutea Küppers 1978 - Junior subjective synonym
,
DELIAS,brumalis Roepke 1955 - Valid Name
,
DELIAS,caliban Grose-Smith 1897 - Valid Name
,
DELIAS,satisbona Rothschild 1915 - Valid Name
,
DELIAS,callima Rothschild & Jordan 1905 - Valid Name
,
DELIAS,satura Jordan 1930 - Valid Name
,
DELIAS,callista Jordan 1911 - Valid Name
,
DELIAS,callipareia Roepke 1955 - Valid Name
,
DELIAS,* luteola Roepke 1955 - Junior subjective synonym
,
DELIAS,campbelli Joicey & Talbot 1922 - Valid Name
,
DELIAS,maria Talbot 1937 - Valid Name
,
DELIAS,microleuca Roepke 1955 - Valid Name
,
DELIAS,* subflavescens Roepke 1955 - Junior subjective synonym
,
DELIAS,candida Snellen van Vollenhoven 1865 - Valid Name
,
DELIAS,* herodias Snellen 1898 - Junior subjective synonym
,
DELIAS,herodias Snellen van Vollenhoven 1865 - Valid Name
,
DELIAS,* antissa Fruhstorfer 1913 - Junior subjective synonym
,
DELIAS,teuthrania Fruhstorfer 1913 - Valid Name
,
DELIAS,caroli Kenrick 1909 - Valid Name
,
DELIAS,* flava Joicey & Noakes 1915 - Junior subjective synonym
,
DELIAS,wandammenensae Joicey & Talbot 1916 - Valid Name
,
DELIAS,carstensziana Rothschild 1915 - Valid Name
,
DELIAS,* alcicornis Roepke 1955 - Junior subjective synonym
,
DELIAS,castaneus Kenrick 1909 - Valid Name
,
DELIAS,* atrata Küppers 1978 - Junior subjective synonym
,
DELIAS,* denigrata Küppers 1978 - Junior subjective synonym
,
DELIAS,catisa Jordan 1911 - Valid Name
,
DELIAS,aurostriga Roepke 1955 - Valid Name
,
DELIAS,wisseliana Roepke 1955 - Valid Name
,
DELIAS,catocausta Jordan 1911 - Valid Name
,
DELIAS,nigerrima Roepke 1955 - Valid Name
,
DELIAS,ceneus Linnaeus 1758 - Valid Name
,
DELIAS,* anthyparete Hübner 1890 - Junior subjective synonym
,
DELIAS,* discors Gmelin 1790 - Junior subjective synonym
,
DELIAS,* hyparete Linnaeus 1764 - Junior subjective synonym
,
DELIAS,philotis Wallace 1867 - Valid Name
,
DELIAS,* philyra Godart 1819 - Junior subjective synonym
,
DELIAS,* plexaris Donovan 1805 - Junior subjective synonym
,
DELIAS,chrysomelaena Snellen van Vollenhoven 1866 - Valid Name
,
DELIAS,prodigialis Fruhstorfer 1911 - Valid Name
,
DELIAS,citrona Joicey & Talbot 1922 - Valid Name
,
DELIAS,clathrata Rothschild & Jordan 1904 - Valid Name
,
DELIAS,limata Jordan 1930 - Valid Name
,
DELIAS,crithoe Boisduval 1836 - Valid Name
,
DELIAS,bromo Fruhstorfer 1893 - Valid Name
,
DELIAS,centralis Toxopeus 1949 - Valid Name
,
DELIAS,cherima Toxopeus 1949 - Valid Name
,
DELIAS,chrysendeta Fruhstorfer 1910 - Valid Name
,
DELIAS,* dymas de Nicéville 1894 - Junior subjective synonym
,
DELIAS,* fastosa Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,* funesta Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,perextensa Toxopeus 1950 - Valid Name
,
DELIAS,radiata Toxopeus 1949 - Valid Name
,
DELIAS,tobahana Rogenhofer 1892 - Valid Name
,
DELIAS,* derceto de Nicéville 1893 - Junior subjective synonym
,
DELIAS,villia Fruhstorfer 1910 - Valid Name
,
DELIAS,cuningputi Ribbe 1901 - Valid Name
,
DELIAS,aemula Jordan 1930 - Valid Name
,
DELIAS,fascelis Jordan 1912 - Valid Name
,
DELIAS,ibelana Roepke 1955 - Valid Name
,
DELIAS,jordani Kenrick 1909 - Valid Name
,
DELIAS,descombesi Boisduval 1836 - Valid Name
,
DELIAS,adonarensis Rothschild 1925 - Valid Name
,
DELIAS,eranthos Fruhstorfer 1905 - Valid Name
,
DELIAS,leucacantha Fruhstorfer 1910 - Valid Name
,
DELIAS,* auriga Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,* leucogaea Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,lydia Fruhstorfer 1897 - Valid Name
,
DELIAS,oraia Doherty 1891 - Valid Name
,
DELIAS,* bratana Kalis 1941 - Junior subjective synonym
,
DELIAS,* vasumitra Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,* semialba Parsons 1948 - Junior subjective synonym
,
DELIAS,splendida Rothschild 1894 - Valid Name
,
DELIAS,diaphana Semper 1878 - Valid Name
,
DELIAS,dice Snellen van Vollenhoven 1865 - Valid Name
,
DELIAS,mitisana Strand 1916 - Valid Name
,
DELIAS,* latoclavata van Eecke 1924 - Junior subjective synonym
,
DELIAS,* leucana Strand 1916 - Junior subjective synonym
,
DELIAS,* pictula Strand 1916 - Junior subjective synonym
,
DELIAS,* nigroapicalis Roepke 1955 - Junior subjective synonym
,
DELIAS,fulvoflava Rothschild 1915 - Valid Name
,
DELIAS,latimarginata Joicey & Talbot 1925 - Valid Name
,
DELIAS,rectifascia Talbot 1928 - Valid Name
,
DELIAS,samarai Joicey & Talbot 1916 - Valid Name
,
DELIAS,discus Honrath 1886 - Valid Name
,
DELIAS,* captorima van Eecke 1915 - Junior subjective synonym
,
DELIAS,apodiscus Roepke 1955 - Valid Name
,
DELIAS,larseni Lück & Gehlen 1911 - Valid Name
,
DELIAS,neyi Ribbe 1901 - Valid Name
,
DELIAS,dixeyi Kenrick 1909 - Valid Name
,
DELIAS,* obsoleta Küppers 1978 - Junior subjective synonym
,
DELIAS,dohertyi Oberthür 1894 - Valid Name
,
DELIAS,knowlei Joicey & Noakes 1915 - Valid Name
,
DELIAS,dorimene Cramer 1782 - Valid Name
,
DELIAS,* ageleis Godart 1819 - Junior subjective synonym
,
DELIAS,* avenda Fruhstorfer 1912 - Junior subjective synonym
,
DELIAS,* fuliginosus Gmelin 1790 - Junior subjective synonym
,
DELIAS,dorylaea Felder 1865 - Valid Name
,
DELIAS,* altivaga Fruhstorfer 1894 - Junior subjective synonym
,
DELIAS,doylei Sanford & Bennett 1955 - Valid Name
,
DELIAS,dumasi Rothschild 1925 - Valid Name
,
DELIAS,duris Hewitson 1861 - Valid Name
,
DELIAS,* aleria Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,echidna Hewitson 1861 - Valid Name
,
DELIAS,ambonensis Talbot 1928 - Valid Name
,
DELIAS,egialea Cramer 1777 - Valid Name
,
DELIAS,* albipictus Goeze 1779 - Junior subjective synonym
,
DELIAS,* fusconiger Goeze 1779 - Junior subjective synonym
,
DELIAS,horracki Joicey & Talbot 1916 - Valid Name
,
DELIAS,* pasithoe Godart 1816 - Junior subjective synonym
,
DELIAS,eichhorni Rothschild 1904 - Valid Name
,
DELIAS,antara Roepke 1955 - Valid Name
,
DELIAS,frater Jordan 1911 - Valid Name
,
DELIAS,germana Roepke 1955 - Valid Name
,
DELIAS,heliophora Roepke 1955 - Valid Name
,
DELIAS,soror Toxopeus 1944 - Valid Name
,
DELIAS,eileenae Joicey & Talbot 1926 - Valid Name
,
DELIAS,* dohertyi Rothschild 1894 - Junior subjective synonym
,
DELIAS,* splendida Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,ellipsis de Joannis 1901 - Valid Name
,
DELIAS,elongatus Kenrick 1911 - Valid Name
,
DELIAS,* angustana Strand 1914 - Junior subjective synonym
,
DELIAS,* dorothea Mitis 1893 - Junior subjective synonym
,
DELIAS,iere Grose-Smith 1900 - Valid Name
,
DELIAS,jobiana Oberthür 1894 - Valid Name
,
DELIAS,limbata Rothschild 1915 - Valid Name
,
DELIAS,mysolensis Rothschild 1915 - Valid Name
,
DELIAS,oetakwensis Rothschild 1915 - Valid Name
,
DELIAS,saturata Rothschild 1915 - Valid Name
,
DELIAS,xelianthe Grose-Smith 1900 - Valid Name
,
DELIAS,enniana Oberthür 1880 - Valid Name
,
DELIAS,contracta Talbot 1929 - Valid Name
,
DELIAS,ecceicei Joicey & Talbot 1915 - Valid Name
,
DELIAS,kapaura Rothschild 1915 - Valid Name
,
DELIAS,majoripuncta Joicey & Talbot 1922 - Valid Name
,
DELIAS,obsoleta Rothschild 1915 - Valid Name
,
DELIAS,reducta Rothschild 1915 - Valid Name
,
DELIAS,eschatia Joicey & Talbot 1923 - Valid Name
,
DELIAS,eucharis Drury 1773 - Valid Name
,
DELIAS,* epicharis Godart 1819 - Junior subjective synonym
,
DELIAS,septentrionalis Röber 1940 - Valid Name
,
DELIAS,eudiabolus Rothschild 1915 - Valid Name
,
DELIAS,eumolpe Grose-Smith 1889 - Valid Name
,
DELIAS,* philomela Röber 1919 - Junior subjective synonym
,
DELIAS,euphemia Grose-Smith 1894 - Valid Name
,
DELIAS,eximia Rothschild 1925 - Valid Name
,
DELIAS,fasciata Rothschild 1894 - Valid Name
,
DELIAS,flavissima Orr & Sibatani 1985 - Valid Name
,
DELIAS,flavopicta Jordan 1911 - Valid Name
,
DELIAS,* albifascia Talbot 1928 - Junior subjective synonym
,
DELIAS,* rothschildi Kenrick 1909 - Junior subjective synonym
,
DELIAS,fruhstorferi Honrath 1891 - Valid Name
,
DELIAS,* ochraceus Joicey & Noakes 1915 - Junior subjective synonym
,
DELIAS,funerea Rothschild 1894 - Valid Name
,
DELIAS,* plateni Staudinger 1894 - Junior subjective synonym
,
DELIAS,gabia Boisduval 1832 - Valid Name
,
DELIAS,aurantimacula Joicey & Talbot 1922 - Valid Name
,
DELIAS,bantina Fruhstorfer 1910 - Valid Name
,
DELIAS,callistrate Grose-Smith 1897 - Valid Name
,
DELIAS,felsina Fruhstorfer 1910 - Valid Name
,
DELIAS,marinda Hulstaert 1924 - Valid Name
,
DELIAS,masinissa Fruhstorfer 1914 - Valid Name
,
DELIAS,* scribonia Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,zarete Grose-Smith 1900 - Valid Name
,
DELIAS,* albipunctata Hagen 1897 - Junior subjective synonym
,
DELIAS,* flavipunctata Hagen 1897 - Junior subjective synonym
,
DELIAS,* impuncta Hagen 1897 - Junior subjective synonym
,
DELIAS,georgina Felder 1861 - Valid Name
,
DELIAS,battana Fruhstorfer 1896 - Valid Name
,
DELIAS,schoenigi Schröder 1975 - Valid Name
,
DELIAS,* auricoma Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,* defasciata Niepelt 1920 - Junior subjective synonym
,
DELIAS,cinerascens Mitis 1893 - Valid Name
,
DELIAS,* hermione Moulton 1912 - Junior subjective synonym
,
DELIAS,keda Talbot 1937 - Valid Name
,
DELIAS,orphne Wallace 1867 - Valid Name
,
DELIAS,simanabum Hagen 1894 - Valid Name
,
DELIAS,tahanica Rothschild 1925 - Valid Name
,
DELIAS,zenobia Pendlebury 1939 - Valid Name
,
DELIAS,geraldina Grose-Smith 1894 - Valid Name
,
DELIAS,* emilia Rothschild 1904 - Junior subjective synonym
,
DELIAS,siderea Roepke 1955 - Valid Name
,
DELIAS,* flavescens Roepke 1955 - Junior subjective synonym
,
DELIAS,vaneechoudi Roepke 1955 - Valid Name
,
DELIAS,* weiskei Ribbe 1900 - Junior subjective synonym
,
DELIAS,gilliardi Sanford & Bennett 1955 - Valid Name
,
DELIAS,hallstromi Sanford & Bennett 1955 - Valid Name
,
DELIAS,hapalina Jordan 1911 - Valid Name
,
DELIAS,adnexa Roepke 1955 - Valid Name
,
DELIAS,amoena Roepke 1955 - Valid Name
,
DELIAS,* adjuncta Roepke 1955 - Junior subjective synonym
,
DELIAS,conspectirubra Joicey & Talbot 1922 - Valid Name
,
DELIAS,tessei Joicey & Talbot 1916 - Valid Name
,
DELIAS,harpalyce Donovan 1805 - Valid Name
,
DELIAS,hartertii Ribbe 1900 - Valid Name
,
DELIAS,hempeli Dannatt 1904 - Valid Name
,
DELIAS,* candida Talbot 1928 - Junior subjective synonym
,
DELIAS,henningia Eschscholtz 1821 - Valid Name
,
DELIAS,camotana Fruhstorfer 1910 - Valid Name
,
DELIAS,* hemera Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,* lucerna Butler 1869 - Junior subjective synonym
,
DELIAS,* ochreopicta Butler 1869 - Junior subjective synonym
,
DELIAS,ottonia Semper 1890 - Valid Name
,
DELIAS,pandemia Wallengren 1867 - Valid Name
,
DELIAS,* saturnia Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,voconia Fruhstorfer 1910 - Valid Name
,
DELIAS,heroni Kenrick 1909 - Valid Name
,
DELIAS,* albooculatus Joicey & Noakes 1915 - Junior subjective synonym
,
DELIAS,hippodamia Wallengren 1867 - Valid Name
,
DELIAS,hyparete Linnaeus 1758 - Valid Name
,
DELIAS,* albiapicalis Joicey & Talbot 1925 - Junior subjective synonym
,
DELIAS,* antonoe Cramer 1777 - Junior subjective synonym
,
DELIAS,* aurago Snellen 1890 - Junior subjective synonym
,
DELIAS,* simplex Butler 1897 - Junior subjective synonym
,
DELIAS,* aureivenula Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,despoliata Fruhstorfer 1910 - Valid Name
,
DELIAS,diva Fruhstorfer 1889 - Valid Name
,
DELIAS,domarana Fruhstorfer 1911 - Valid Name
,
DELIAS,ethire Doherty 1886 - Valid Name
,
DELIAS,* flavimacula Joicey & Talbot 1925 - Junior subjective synonym
,
DELIAS,haemorrhoea Snellen van Vollenhoven 1865 - Valid Name
,
DELIAS,hierte Hübner 1818 - Valid Name
,
DELIAS,* stolli Butler 1872 - Junior subjective synonym
,
DELIAS,hypopelia Hagen 1898 - Valid Name
,
DELIAS,indica Wallace 1867 - Valid Name
,
DELIAS,* ciris Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,* devaca Moore 1872 - Junior subjective synonym
,
DELIAS,jataka Fruhstorfer 1906 - Valid Name
,
DELIAS,lucina Distant & Pryer 1887 - Valid Name
,
DELIAS,* joloana Staudinger 1889 - Junior subjective synonym
,
DELIAS,luzonensis Felder 1862 - Valid Name
,
DELIAS,* mindanaensis Mitis 1893 - Junior subjective synonym
,
DELIAS,* mindorensis Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,metarete Butler 1879 - Valid Name
,
DELIAS,niasana Kheil 1884 - Valid Name
,
DELIAS,* amarilla Kheil 1884 - Junior subjective synonym
,
DELIAS,palawanica Staudinger 1889 - Valid Name
,
DELIAS,panayensis Rothschild 1925 - Valid Name
,
DELIAS,peirene Fruhstorfer 1908 - Valid Name
,
DELIAS,* maenia Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,* pseudoindica Dufrane 1947 - Junior subjective synonym
,
DELIAS,hypomelas Rothschild & Jordan 1907 - Valid Name
,
DELIAS,conversa Jordan 1911 - Valid Name
,
DELIAS,fulgida Roepke 1955 - Valid Name
,
DELIAS,lieftincki Roepke 1955 - Valid Name
,
DELIAS,rawlinsoni Talbot 1928 - Valid Name
,
DELIAS,rubrostriata Joicey & Talbot 1922 - Valid Name
,
DELIAS,iltis Ribbe 1910 - Valid Name
,
DELIAS,leucotera Talbot 1937 - Valid Name
,
DELIAS,imitator Kenrick 1911 - Valid Name
,
DELIAS,inexpectata Rothschild 1915 - Valid Name
,
DELIAS,isocharis Rothschild & Jordan 1907 - Valid Name
,
DELIAS,latiapicalis Joicey & Talbot 1922 - Valid Name
,
DELIAS,* paniaia Roepke 1955 - Junior subjective synonym
,
DELIAS,isse Cramer 1775 - Valid Name
,
DELIAS,* bicolor Gmelin 1790 - Junior subjective synonym
,
DELIAS,echo Wallace 1867 - Valid Name
,
DELIAS,* semilutea Küppers 1978 - Junior subjective synonym
,
DELIAS,itamputi Ribbe 1901 - Valid Name
,
DELIAS,joiceyi Talbot 1920 - Valid Name
,
DELIAS,katharina Ribbe 1900 - Valid Name
,
DELIAS,kenricki Talbot 1937 - Valid Name
,
DELIAS,* fuliginosus Kenrick 1909 - Junior subjective synonym
,
DELIAS,klossi Rothschild 1915 - Valid Name
,
DELIAS,chrysanthemum Roepke 1955 - Valid Name
,
DELIAS,kuhni Honrath 1886 - Valid Name
,
DELIAS,prinsi Martin 1912 - Valid Name
,
DELIAS,sulana Staudinger 1894 - Valid Name
,
DELIAS,kummeri Ribbe 1901 - Valid Name
,
DELIAS,fumosa Roepke 1955 - Valid Name
,
DELIAS,similis Talbot 1928 - Valid Name
,
DELIAS,ladas Grose-Smith 1897 - Valid Name
,
DELIAS,levis Joicey & Talbot 1922 - Valid Name
,
DELIAS,* sulfurata Roepke 1955 - Junior subjective synonym
,
DELIAS,waigeuensis Joicey & Talbot 1917 - Valid Name
,
DELIAS,lativitta Leech 1893 - Valid Name
,
DELIAS,* formosana Matsumura 1909 - Junior subjective synonym
,
DELIAS,naga Tytler 1939 - Valid Name
,
DELIAS,parva Talbot 1937 - Valid Name
,
DELIAS,tongi Mell 1939 - Valid Name
,
DELIAS,yunnana Talbot 1937 - Valid Name
,
DELIAS,lecerfi Joicey & Talbot 1922 - Valid Name
,
DELIAS,cyclosticha Roepke 1955 - Valid Name
,
DELIAS,lemoulti Talbot 1931 - Valid Name
,
DELIAS,leucias Jordan 1911 - Valid Name
,
DELIAS,roepkei Nieuwenhuis & Howarth 1969 - Valid Name
,
DELIAS,leucobalia Jordan 1911 - Valid Name
,
DELIAS,distincta Rothschild 1915 - Valid Name
,
DELIAS,ericetorum Roepke 1955 - Valid Name
,
DELIAS,levicki Rothschild 1927 - Valid Name
,
DELIAS,borromeoi Schröder & Treadaway 1984 - Valid Name
,
DELIAS,ligata Rothschild & Jordan 1904 - Valid Name
,
DELIAS,dealbata Talbot 1928 - Valid Name
,
DELIAS,* interpolata Roepke 1955 - Junior subjective synonym
,
DELIAS,weylandensis Joicey & Talbot 1922 - Valid Name
,
DELIAS,luctuosa Jordan 1911 - Valid Name
,
DELIAS,archboldi Roepke 1955 - Valid Name
,
DELIAS,* butyracea Roepke 1955 - Junior subjective synonym
,
DELIAS,lytaea Godman & Salvin 1878 - Valid Name
,
DELIAS,smithi Talbot 1928 - Valid Name
,
DELIAS,* georgiana Grose-Smith 1895 - Junior subjective synonym
,
DELIAS,madetes Godman & Salvin 1878 - Valid Name
,
DELIAS,honrathi Mitis 1893 - Valid Name
,
DELIAS,neohannoverana Rothschild 1915 - Valid Name
,
DELIAS,manuselensis Talbot 1920 - Valid Name
,
DELIAS,brooksi Joicey & Talbot 1925 - Valid Name
,
DELIAS,marguerita Joicey & Talbot 1922 - Valid Name
,
DELIAS,mariae Joicey & Talbot 1916 - Valid Name
,
DELIAS,boschmai Roepke 1955 - Valid Name
,
DELIAS,menooensis Joicey & Talbot 1922 - Valid Name
,
DELIAS,* walshae Roepke 1955 - Junior subjective synonym
,
DELIAS,maudei Joicey & Noakes 1915 - Valid Name
,
DELIAS,mavroneria Fruhstorfer 1914 - Valid Name
,
DELIAS,flavidior Rothschild 1915 - Valid Name
,
DELIAS,* omissa Rothschild 1915 - Junior subjective synonym
,
DELIAS,mayrhoferi Bang-Haas 1939 - Valid Name
,
DELIAS,meeki Rothschild & Jordan 1904 - Valid Name
,
DELIAS,albimarginata Talbot 1929 - Valid Name
,
DELIAS,arfakensis Joicey & Talbot 1922 - Valid Name
,
DELIAS,hypochrysis Roepke 1955 - Valid Name
,
DELIAS,* peninsula Roepke 1955 - Junior subjective synonym
,
DELIAS,hypoxantha Roepke 1955 - Valid Name
,
DELIAS,neagra Jordan 1911 - Valid Name
,
DELIAS,septentrionalis Rothschild 1925 - Valid Name
,
DELIAS,melusina Staudinger 1891 - Valid Name
,
DELIAS,mesoblema Jordan 1911 - Valid Name
,
DELIAS,arabuana Roepke 1955 - Valid Name
,
DELIAS,flavistriga Roepke 1955 - Valid Name
,
DELIAS,microsticha Rothschild 1904 - Valid Name
,
DELIAS,* albifascia Talbot 1928 - Junior subjective synonym
,
DELIAS,serratula Roepke 1955 - Valid Name
,
DELIAS,terranea Talbot 1928 - Valid Name
,
DELIAS,mira Rothschild 1904 - Valid Name
,
DELIAS,autumnalis Roepke 1955 - Valid Name
,
DELIAS,excelsa Jordan 1930 - Valid Name
,
DELIAS,hiemalis Roepke 1955 - Valid Name
,
DELIAS,reversa Rothschild 1925 - Valid Name
,
DELIAS,roepkei Sanford & Bennett 1955 - Valid Name
,
DELIAS,mitisi Staudinger 1894 - Valid Name
,
DELIAS,banggaiensis Talbot 1928 - Valid Name
,
DELIAS,momea Boisduval 1836 - Valid Name
,
DELIAS,hageni Rogenhofer 1892 - Valid Name
,
DELIAS,* datames de Nicéville 1893 - Junior subjective synonym
,
DELIAS,huphinoides Joicey & Talbot 1925 - Valid Name
,
DELIAS,multicolor Joicey & Noakes 1915 - Valid Name
,
DELIAS,mysis Fabricius 1775 - Valid Name
,
DELIAS,adelphoe Talbot 1939 - Valid Name
,
DELIAS,aruensis Mitis 1893 - Valid Name
,
DELIAS,cruentata Butler 1865 - Valid Name
,
DELIAS,goodenovii Rothschild 1915 - Valid Name
,
DELIAS,intermedia Mitis 1893 - Valid Name
,
DELIAS,lara Boisduval 1836 - Valid Name
,
DELIAS,* oisyme Fruhstorfer 1910 - Junior subjective synonym
,
DELIAS,maforensis Rothschild 1915 - Valid Name
,
DELIAS,maga Grose-Smith 1897 - Valid Name
,
DELIAS,nemea Fruhstorfer 1910 - Valid Name
,
DELIAS,rosselliana Rothschild 1915 - Valid Name
,
DELIAS,nais Jordan 1912 - Valid Name
,
DELIAS,aegle Joicey & Talbot 1922 - Valid Name
,
DELIAS,denigrata Joicey & Talbot 1926 - Valid Name
,
DELIAS,* bornemanni Rothschild 1915 - Junior subjective synonym
,
DELIAS,holophaea Roepke 1955 - Valid Name
,
DELIAS,keysseri Rothschild 1925 - Valid Name
,
DELIAS,* rubrina van Eecke 1915 - Junior subjective synonym
,
DELIAS,narses Heller 1896 - Valid Name
,
DELIAS,neyi Ribbe 1900 - Valid Name
,
DELIAS,niepelti Ribbe 1900 - Valid Name
,
DELIAS,nigrina Fabricius 1775 - Valid Name
,
DELIAS,nigropunctata Joicey & Noakes 1915 - Valid Name
,
DELIAS,ninus Wallace 1867 - Valid Name
,
DELIAS,alluviorum Fruhstorfer 1905 - Valid Name
,
DELIAS,parthenia Staudinger 1892 - Valid Name
,
DELIAS,* parthenope Wallace 1867 - Junior subjective synonym
,
DELIAS,nysa Fabricius 1775 - Valid Name
,
DELIAS,caledonica Nieuwenhuis & Howarth 1969 - Valid Name
,
DELIAS,* endora Donovan 1805 - Junior subjective synonym
,
DELIAS,santo Talbot 1937 - Valid Name
,
DELIAS,* odyssia Fruhstorfer  - Manuscript name
,
DELIAS,oryntion Godman & Salvin 1880 - Valid Name
,
DELIAS,persephone Staudinger 1894 - Valid Name
,
DELIAS,rosselana Joicey & Talbot 1916 - Valid Name
,
DELIAS,parennia Roepke 1955 - Valid Name
,
DELIAS,pasithoe Linnaeus 1767 - Valid Name
,
DELIAS,* aglaja Linnaeus 1758 - Junior subjective synonym
,
DELIAS,angustifascia Rothschild 1915 - Valid Name
,
DELIAS,balabaca Fruhstorfer 1911 - Valid Name
,
DELIAS,beata Fruhstorfer 1905 - Valid Name
,
DELIAS,curasena Fruhstorfer 1908 - Valid Name
,
