Genus,Name_data
,
NEOHESPERILLA,senta Miskin 1891 - Valid Name
,
NEOHESPERILLA,xanthomera Meyrick & Lower 1902 - Valid Name
,
NEOHESPERILLA,xiphiphora Lower 1911 - Valid Name
,
MESODINA,MESODINA Meyrick 1901 - Valid Name
,
MESODINA,aeluropis Meyrick 1901 - Valid Name
,
MESODINA,halyzia Hewitson 1868 - Valid Name
,
MESODINA,* aleuropis Shepard 1936 - Incorrect subsequent spelling
,
MESODINA,hayi Edwards & Graham 1995 - Valid Name
,
MESODINA,cyanophracta Lower 1911 - Valid Name
,
MESODINA,gracillima Edwards 1987 - Valid Name
,
ANTIPODIA,ANTIPODIA Atkins 1984 - Valid Name
,
ANTIPODIA,chaostola Meyrick 1888 - Valid Name
,
ANTIPODIA,* chares Waterhouse 1933 - Junior subjective synonym
,
ANTIPODIA,* leucophaea Couchman 1946 - Junior subjective synonym
,
ANTIPODIA,atralba Tepper 1882 - Valid Name
,
ANTIPODIA,* anaces Waterhouse 1937 - Junior subjective synonym
,
ANTIPODIA,* anapus Waterhouse 1937 - Junior subjective synonym
,
ANTIPODIA,dactyliota Meyrick 1888 - Valid Name
,
ANTIPODIA,* nila Waterhouse 1932 - Junior subjective synonym
,
HALPE,HALPE Moore 1878 - Valid Name
,
HALPE,arcuata Evans 1937 - Valid Name
,
HALPE,auriferus Elwes & Edwards 1897 - Valid Name
,
HALPE,* hazis de Nicéville 1897 - Junior subjective synonym
,
HALPE,beturia Hewitson 1868 - Valid Name
,
HALPE,* majuscula Elwes & Edwards 1897 - Junior subjective synonym
,
HALPE,sulphurifera Herrich-Schäffer 1869 - Valid Name
,
HALPE,* joloana Fruhstorfer 1911 - Junior subjective synonym
,
HALPE,burmana Swinhoe 1913 - Valid Name
,
HALPE,clara Cassidy  - Valid Name
,
HALPE,dante Evans 1949 - Valid Name
,
HALPE,luzona Evans 1949 - Valid Name
,
HALPE,tilia Evans 1949 - Valid Name
,
HALPE,elana Eliot 1959 - Valid Name
,
HALPE,fasciata Elwes & Edwards 1897 - Valid Name
,
HALPE,flava Evans 1926 - Valid Name
,
HALPE,gamma Evans 1937 - Valid Name
,
HALPE,* formosana Tanikawa 1940 - Junior subjective synonym
,
HALPE,hauxwelli Evans 1937 - Valid Name
,
HALPE,hieron de Nicéville 1894 - Valid Name
,
HALPE,homolea Hewitson 1868 - Valid Name
,
HALPE,aucma Swinhoe 1923 - Valid Name
,
HALPE,* marta Swinhoe 1923 - Junior subjective synonym
,
HALPE,* perara Swinhoe 1893 - Junior subjective synonym
,
HALPE,ceylonica Moore 1878 - Valid Name
,
HALPE,egena Felder 1868 - Valid Name
,
HALPE,* brunnea Moore 1881 - Junior subjective synonym
,
HALPE,filda Evans 1949 - Valid Name
,
HALPE,handa Evans 1949 - Valid Name
,
HALPE,hindu Evans 1937 - Valid Name
,
HALPE,molta Evans 1949 - Valid Name
,
HALPE,nephele Leech 1894 - Valid Name
,
HALPE,perfossa South 1912 - Valid Name
,
HALPE,insignis Distant 1886 - Valid Name
,
HALPE,knyvetti Elwes & Edwards 1897 - Valid Name
,
HALPE,* kilda Evans 1937 - Junior subjective synonym
,
HALPE,* tytleri Evans 1932 - Junior subjective synonym
,
HALPE,kumara de Nicéville 1885 - Valid Name
,
HALPE,kusala Fruhstorfer 1911 - Valid Name
,
HALPE,* diana Evans 1932 - Junior subjective synonym
,
HALPE,luteisquama Mabille 1876 - Valid Name
,
HALPE,* bazilana Fruhstorfer 1911 - Junior subjective synonym
,
HALPE,palawea Staudinger 1889 - Valid Name
,
HALPE,pelethronix Fruhstorfer 1910 - Valid Name
,
HALPE,* limbanga Evans 1932 - Junior subjective synonym
,
HALPE,pagaia Evans 1932 - Valid Name
,
HALPE,* sutapa Evans 1949 - Junior subjective synonym
,
HALPE,perbella Hering 1918 - Valid Name
,
HALPE,porus Mabille 1876 - Valid Name
,
HALPE,* beturina Fruhstorfer 1911 - Junior subjective synonym
,
HALPE,* moorei Watson 1893 - Junior subjective synonym
,
HALPE,* teliga Swinhoe 1893 - Junior subjective synonym
,
HALPE,scissa Cantlie 1961 - Valid Name
,
HALPE,sikkima Moore 1882 - Valid Name
,
HALPE,* selangora Swinhoe 1913 - Junior subjective synonym
,
HALPE,toxopea Evans 1932 - Valid Name
,
HALPE,veluvana Fruhstorfer 1911 - Valid Name
,
HALPE,brevicornis Evans 1932 - Valid Name
,
HALPE,wantona Swinhoe 1893 - Valid Name
,
HALPE,* confusa Evans 1932 - Junior subjective synonym
,
HALPE,zandra Evans 1937 - Valid Name
,
HALPE,zema Hewitson 1877 - Valid Name
,
HALPE,ormenes Plötz 1885 - Valid Name
,
HALPE,* mahapara Fruhstorfer 1911 - Junior subjective synonym
,
HALPE,* vilasina Fruhstorfer 1911 - Junior subjective synonym
,
HALPE,vistara Fruhstorfer 1911 - Valid Name
,
HALPE,vistula Evans 1937 - Valid Name
,
HALPE,zinda Evans 1937 - Valid Name
,
HALPE,zola Evans 1937 - Valid Name
,
HALPE,zamba Corbet 1940 - Valid Name
,
THORESSA,THORESSA Swinhoe 1913 - Valid Name
,
THORESSA,aina de Nicéville 1890 - Valid Name
,
THORESSA,astigmata Swinhoe 1890 - Valid Name
,
THORESSA,bivitta Oberthür 1886 - Valid Name
,
THORESSA,* albivitta Oberthür 1886 - Junior subjective synonym
,
THORESSA,cerata Hewitson 1876 - Valid Name
,
THORESSA,decorata Moore 1881 - Valid Name
,
THORESSA,evershedi Evans 1910 - Valid Name
,
THORESSA,* cochina Evans 1932 - Junior subjective synonym
,
THORESSA,fusca Elwes 1892 - Valid Name
,
THORESSA,debilis Elwes & Edwards 1897 - Valid Name
,
THORESSA,caenis Leech 1894 - Valid Name
,
THORESSA,senna Evans 1937 - Valid Name
,
THORESSA,strona Evans 1949 - Valid Name
,
THORESSA,gupta de Nicéville 1886 - Valid Name
,
THORESSA,leechi Evans 1932 - Valid Name
,
THORESSA,honorei de Nicéville 1887 - Valid Name
,
THORESSA,horishama Matsumura 1910 - Valid Name
,
THORESSA,* aokii Matsumura 1934 - Junior subjective synonym
,
THORESSA,* ara Fruhstorfer 1911 - Junior subjective synonym
,
THORESSA,* formosa Seitz 1926 - Junior subjective synonym
,
THORESSA,hyrie de Nicéville 1891 - Valid Name
,
THORESSA,* merea Evans 1932 - Junior subjective synonym
,
THORESSA,justini Inoue 1969 - Valid Name
,
THORESSA,* nuydai Murayama & Okamura 1973 - Junior subjective synonym
,
THORESSA,kuata Evans 1940 - Valid Name
,
THORESSA,latris Leech 1894 - Valid Name
,
THORESSA,masoni Moore 1878 - Valid Name
,
THORESSA,sitala de Nicéville 1885 - Valid Name
,
THORESSA,submacula Leech 1890 - Valid Name
,
THORESSA,thandaunga Evans 1926 - Valid Name
,
THORESSA,varia Murray 1876 - Valid Name
,
THORESSA,* melancholica Bryk 1942 - Junior subjective synonym
,
THORESSA,zinnia Evans 1939 - Valid Name
,
MEZA,MEZA Hemming 1939 - Valid Name
,
MEZA,* GASTROCHAETA Holland 1894 - Junior homonym
,
MEZA,banda Evans 1937 - Valid Name
,
MEZA,budonga Evans 1938 - Valid Name
,
MEZA,cybeutes Holland 1894 - Valid Name
,
MEZA,pallida Holland 1896 - Valid Name
,
MEZA,* tessmanni Strand 1912 - Junior subjective synonym
,
MEZA,volta Miller 1971 - Valid Name
,
MEZA,elba Evans 1937 - Valid Name
,
MEZA,indusiata Mabille 1891 - Valid Name
,
MEZA,* kasai Druce 1909 - Junior subjective synonym
,
MEZA,* dualensis Strand 1914 - Junior subjective synonym
,
MEZA,larea Neave 1910 - Valid Name
,
MEZA,* hias Strand 1920 - Junior subjective synonym
,
MEZA,leucophaea Holland 1894 - Valid Name
,
MEZA,bassa Lindsey & Miller 1965 - Valid Name
,
MEZA,mabea Holland 1894 - Valid Name
,
MEZA,mabillei Holland 1894 - Valid Name
,
MEZA,meza Hewitson 1877 - Valid Name
,
MEZA,* batea Plötz 1879 - Junior subjective synonym
,
MEZA,* bubovi Karsch 1893 - Junior subjective synonym
,
MEZA,* ogrugana Lathy 1903 - Junior subjective synonym
,
MEZA,* varia Holland 1896 - Junior subjective synonym
,
PARDALEODES,PARDALEODES Butler 1870 - Valid Name
,
PARDALEODES,bule Holland 1896 - Valid Name
,
PARDALEODES,* makala Bethune-Baker 1908 - Junior subjective synonym
,
PARDALEODES,* schultzei Aurivillius 1925 - Junior subjective synonym
,
PARDALEODES,edipus Stoll 1781 - Valid Name
,
PARDALEODES,incerta Snellen 1872 - Valid Name
,
PARDALEODES,* diluta Robbe 1892 - Junior subjective synonym
,
PARDALEODES,murcia Plötz 1883 - Valid Name
,
PARDALEODES,sator Westwood [1852] - Valid Name
,
PARDALEODES,pusiella Mabille 1877 - Valid Name
,
PARDALEODES,tibullus Fabricius 1793 - Valid Name
,
PARDALEODES,* aurivilli Reuss 1921 - Junior subjective synonym
,
PARDALEODES,* festus Mabille 1890 - Junior subjective synonym
,
PARDALEODES,* reichenowi Plötz 1879 - Junior subjective synonym
,
PARDALEODES,torensis Bethune-Baker 1906 - Valid Name
,
PARDALEODES,xanthopeplus Holland 1892 - Valid Name
,
COSMODES,COSMODES Guenée 1852 - Valid Name
,
COSMODES,elegans Donovan 1805 - Valid Name
,
LIPOCOSMODES,LIPOCOSMODES Munroe 1964 - Valid Name
,
LIPOCOSMODES,fuliginosalis Fernald  - Valid Name
,
OSMODES,OSMODES Watson 1893 - Valid Name
,
OSMODES,adon Mabille 1889 - Valid Name
,
OSMODES,adonia Evans 1937 - Valid Name
,
OSMODES,* barombina Neustetter 1916 - Junior subjective synonym
,
OSMODES,* noda Evans 1951 - Junior subjective synonym
,
OSMODES,adosus Mabille 1889 - Valid Name
,
OSMODES,* schultzei Aurivillius 1925 - Junior subjective synonym
,
OSMODES,* argenteigutta Holland 1896 - Junior subjective synonym
,
OSMODES,* argenteipuncta Holland 1896 - Junior subjective synonym
,
OSMODES,banghaasi Holland 1896 - Valid Name
,
OSMODES,costatus Aurivillius 1896 - Valid Name
,
OSMODES,* cottoni Bethune-Baker 1908 - Junior subjective synonym
,
OSMODES,distincta Holland 1896 - Valid Name
,
OSMODES,hollandi Evans 1937 - Valid Name
,
OSMODES,laronia Hewitson 1868 - Valid Name
,
OSMODES,* bicuta Holland 1896 - Junior subjective synonym
,
OSMODES,lindseyi Miller 1964 - Valid Name
,
OSMODES,occidentalis Miller 1971 - Valid Name
,
OSMODES,lux Holland 1892 - Valid Name
,
OSMODES,maesseni Miller 1971 - Valid Name
,
OSMODES,minchini Evans 1937 - Valid Name
,
OSMODES,omar Swinhoe 1937 - Valid Name
,
OSMODES,thora Plötz 1884 - Valid Name
,
OSMODES,* chrysauge Mabille 1891 - Junior subjective synonym
,
OSMODES,* thops Holland 1896 - Junior subjective synonym
,
PAROSMODES,PAROSMODES Holland 1896 - Valid Name
,
PAROSMODES,lentiginosa Holland 1896 - Valid Name
,
PAROSMODES,morantii Trimen 1873 - Valid Name
,
PAROSMODES,axis Evans 1937 - Valid Name
,
PAROSMODES,* icteria Mabille 1891 - Junior subjective synonym
,
PAROSMODES,* ranoha Westwood 1881 - Junior subjective synonym
,
PAROSMODES,onza Evans 1956 - Valid Name
,
PLATYLESCHES,PLATYLESCHES Holland 1896 - Valid Name
,
PLATYLESCHES,affinissima Strand 1920 - Valid Name
,
PLATYLESCHES,ayresii Trimen 1889 - Valid Name
,
PLATYLESCHES,langa Evans 1937 - Valid Name
,
PLATYLESCHES,batangae Holland 1894 - Valid Name
,
PLATYLESCHES,chamaeleon Mabille 1891 - Valid Name
,
PLATYLESCHES,tero Evans 1937 - Valid Name
,
PLATYLESCHES,fosta Evans 1937 - Valid Name
,
PLATYLESCHES,galesa Hewitson 1877 - Valid Name
,
PLATYLESCHES,* depygata Strand 1920 - Junior subjective synonym
,
PLATYLESCHES,* nigerrima Butler 1893 - Junior subjective synonym
,
PLATYLESCHES,* nigricans Holland 1896 - Junior subjective synonym
,
PLATYLESCHES,iva Evans 1937 - Valid Name
,
PLATYLESCHES,lamba Neave 1910 - Valid Name
,
PLATYLESCHES,moritili Wallengren 1857 - Valid Name
,
PLATYLESCHES,* amadhu Mabille 1891 - Junior subjective synonym
,
PLATYLESCHES,* costalis Aurivillius 1925 - Junior subjective synonym
,
PLATYLESCHES,* heterophyle Mabille 1891 - Junior subjective synonym
,
PLATYLESCHES,* zephora Plötz 1884 - Junior subjective synonym
,
PLATYLESCHES,neba Hewitson 1877 - Valid Name
,
PLATYLESCHES,panga Evans 1937 - Valid Name
,
PLATYLESCHES,picanini Holland 1894 - Valid Name
,
PLATYLESCHES,* goetzei Grünberg 1907 - Junior subjective synonym
,
PLATYLESCHES,* grandiplaga Mabille 1891 - Junior subjective synonym
,
PLATYLESCHES,* junodi Oberthür 1909 - Junior subjective synonym
,
PLATYLESCHES,rasta Evans 1937 - Valid Name
,
PLATYLESCHES,anka Evans 1937 - Valid Name
,
PLATYLESCHES,robustus Neave 1910 - Valid Name
,
PLATYLESCHES,* ertli Gaede 1917 - Junior subjective synonym
,
PLATYLESCHES,shona Evans 1937 - Valid Name
,
PLATYLESCHES,* straeleni Berger  - Manuscript name
,
PLATYLESCHES,tina Evans 1937 - Valid Name
,
PLATYLESCHES,villa Evans 1937 - Valid Name
,
PARONYMUS,PARONYMUS Aurivillius 1925 - Valid Name
,
PARONYMUS,ligora Hewitson 1876 - Valid Name
,
PARONYMUS,* thersander Mabille 1890 - Junior subjective synonym
,
PARONYMUS,nevea Druce 1910 - Valid Name
,
PARONYMUS,xanthias Mabille 1891 - Valid Name
,
PARONYMUS,xanthioides Holland 1892 - Valid Name
,
FRESNA,FRESNA Evans 1937 - Valid Name
,
FRESNA,carlo Evans 1937 - Valid Name
,
FRESNA,cojo Karsch 1893 - Valid Name
,
FRESNA,maesseni Miller 1971 - Valid Name
,
FRESNA,netopha Hewitson 1878 - Valid Name
,
FRESNA,nyassae Hewitson 1878 - Valid Name
,
FRESNA,* ennuari Riley 1921 - Junior subjective synonym
,
FRESNA,* joppa Evans 1937 - Junior subjective synonym
,
FRESNA,* plata Evans 1937 - Junior subjective synonym
,
FRESNA,* roncilgonis PLötz 1882 - Junior subjective synonym
,
TENIORHINUS,TENIORHINUS Holland 1892 - Valid Name
,
TENIORHINUS,* OXYPALPUS Watson 1893 - Junior homonym
,
TENIORHINUS,* TEINORHINUS Watson 1893 - Junior objective synonym
,
TENIORHINUS,harona Westwood 1881 - Valid Name
,
TENIORHINUS,* merops Weymer 1901 - Junior subjective synonym
,
TENIORHINUS,* ruso Mabille 1891 - Junior subjective synonym
,
TENIORHINUS,herilus Hopffer 1865 - Valid Name
,
TENIORHINUS,* numa Druce 1901 - Junior subjective synonym
,
TENIORHINUS,ignita Mabille 1877 - Valid Name
,
TENIORHINUS,* alenica Strand 1912 - Junior subjective synonym
,
TENIORHINUS,* fulvus Lathy 1903 - Junior subjective synonym
,
TENIORHINUS,* gisgon Mabille 1891 - Junior subjective synonym
,
TENIORHINUS,* pyrosa Plötz 1879 - Junior subjective synonym
,
TENIORHINUS,* wollastoni Heron 1909 - Junior subjective synonym
,
TENIORHINUS,watsoni Holland 1892 - Valid Name
,
TENIORHINUS,niger Druce 1910 - Valid Name
,
PARACLEROS,PARACLEROS Berger 1978 - Valid Name
,
PARACLEROS,biguttulus Mabille 1889 - Valid Name
,
PARACLEROS,* sangoanus Carcasson 1964 - Junior subjective synonym
,
PARACLEROS,* substrigata Holland 1894 - Junior subjective synonym
,
PARACLEROS,maesseni Berger 1978 - Valid Name
,
PARACLEROS,overlaeti Berger 1978 - Valid Name
,
PARACLEROS,placidus Plötz 1879 - Valid Name
,
KEDESTES,KEDESTES Watson 1893 - Valid Name
,
KEDESTES,barberae Trimen 1873 - Valid Name
,
KEDESTES,bonsa Evans 1956 - Valid Name
,
KEDESTES,bunta Evans [1956] - Valid Name
,
KEDESTES,brunneostriga Plötz 1884 - Valid Name
,
KEDESTES,callicles Hewitson 1868 - Valid Name
,
KEDESTES,* aleta Plötz 1883 - Junior subjective synonym
,
KEDESTES,chaca Trimen 1873 - Valid Name
,
KEDESTES,lema Neave 1910 - Valid Name
,
KEDESTES,linka Evans 1956 - Valid Name
,
KEDESTES,lepenula Wallengren 1857 - Valid Name
,
KEDESTES,* chersias Hewitson 1877 - Junior subjective synonym
,
KEDESTES,macomo Trimen 1862 - Valid Name
,
KEDESTES,marshallii Aurivillius 1925 - Valid Name
,
KEDESTES,sublineata Pennington 1953 - Valid Name
,
KEDESTES,malua Neave 1910 - Valid Name
,
KEDESTES,mohozutza Wallengren 1857 - Valid Name
,
KEDESTES,nerva Fabricius 1793 - Valid Name
,
KEDESTES,* tucusa Trimen 1883 - Junior subjective synonym
,
KEDESTES,niveostriga Trimen 1864 - Valid Name
,
KEDESTES,lenis Riley 1932 - Valid Name
,
KEDESTES,paola Plötz 1884 - Valid Name
,
KEDESTES,protensa Butler 1901 - Valid Name
,
KEDESTES,* chacoides Gaede 1916 - Junior subjective synonym
,
KEDESTES,rogersi Druce 1907 - Valid Name
,
KEDESTES,straeleni Evans 1956 - Valid Name
,
KEDESTES,wallengreni Trimen 1883 - Valid Name
,
KEDESTES,fenestratus Butler 1893 - Valid Name
,
TSITANA,TSITANA Evans 1937 - Valid Name
,
TSITANA,dicksoni Evans 1956 - Valid Name
,
TSITANA,tsita Trimen 1870 - Valid Name
,
TSITANA,* monochromus Mabille 1891 - Junior subjective synonym
,
TSITANA,uitenhaga Evans 1937 - Valid Name
,
TSITANA,tulbagha Evans 1937 - Valid Name
,
TSITANA,kaplani Dickson 1976 - Valid Name
,
TSITANA,wallacei Neave 1910 - Valid Name
,
HIDARI,HIDARI Distant 1886 - Valid Name
,
HIDARI,bhawani de Nicéville 1888 - Valid Name
,
HIDARI,doesoena Martin 1895 - Valid Name
,
HIDARI,gloria Evans 1949 - Valid Name
,
HIDARI,irava Moore 1857 - Valid Name
,
HIDARI,* hypaepa Hewitson 1868 - Junior subjective synonym
,
HIDARI,* thracimima Verity 1931 - Junior subjective synonym
,
PTEROTEINON,PTEROTEINON Watson 1893 - Valid Name
,
PTEROTEINON,* TANYPTERA Mabille 1877 - Junior homonym
,
PTEROTEINON,caenira Hewitson 1867 - Valid Name
,
PTEROTEINON,* calpis Plötz 1879 - Junior subjective synonym
,
PTEROTEINON,capronnieri Plötz 1879 - Valid Name
,
PTEROTEINON,ceucaenira Druce 1910 - Valid Name
,
PTEROTEINON,concaenira Belcastro & Larsen 1996 - Valid Name
,
PTEROTEINON,iricolor Holland 1890 - Valid Name
,
PTEROTEINON,laterculus Holland 1890 - Valid Name
,
PTEROTEINON,laufella Hewitson 1868 - Valid Name
,
PTEROTEINON,pruna Evans 1937 - Valid Name
,
PTEROTEINON,reali Berger 1962 - Valid Name
,
SUASTUS,SUASTUS Moore 1881 - Valid Name
,
SUASTUS,everyx Mabille 1883 - Valid Name
,
SUASTUS,albescens Mabille 1893 - Valid Name
,
SUASTUS,* tripura de Nicéville 1891 - Junior subjective synonym
,
SUASTUS,gremius Fabricius 1798 - Valid Name
,
SUASTUS,* centripuncta Seitz 1927 - Junior subjective synonym
,
SUASTUS,chilon Doherty 1891 - Valid Name
,
SUASTUS,* disu Kollar 1844 - Junior subjective synonym
,
SUASTUS,* divodasa Moore 1865 - Junior subjective synonym
,
SUASTUS,subgrisea Moore 1878 - Valid Name
,
SUASTUS,* robsonii de Nicéville 1895 - Junior subjective synonym
,
SUASTUS,imperspicua Hayward 1940 - Valid Name
,
SUASTUS,migreus Semper 1892 - Valid Name
,
SUASTUS,minuta Moore 1877 - Valid Name
,
SUASTUS,aditia Evans 1949 - Valid Name
,
SUASTUS,aditus Moore 1884 - Valid Name
,
SUASTUS,bipunctus Swinhoe 1890 - Valid Name
,
SUASTUS,flemingi Eliot 1973 - Valid Name
,
SUASTUS,scopas Staudinger 1889 - Valid Name
,
SUASTUS,* sinhalus Plötz 1885 - Junior subjective synonym
,
PLASTINGIA,PLASTINGIA Butler 1870 - Valid Name
,
PLASTINGIA,"flavescens Felder, C. & Felder, R. 1867 - Valid Name"
,
PLASTINGIA,* atala Fruhstorfer 1909 - Junior subjective synonym
,
PLASTINGIA,* samanga Fruhstorfer 1909 - Junior subjective synonym
,
PLASTINGIA,mangola Evans 1949 - Valid Name
,
PLASTINGIA,naga de Nicéville 1883 - Valid Name
,
PLASTINGIA,* palawata Staudinger 1889 - Junior subjective synonym
,
PLASTINGIA,* valenia Fruhstorfer 1909 - Junior subjective synonym
,
PLASTINGIA,pellonia Fruhstorfer 1909 - Valid Name
,
PLASTINGIA,tessellata Hewitson 1866 - Valid Name
,
PLASTINGIA,"* eulopis Felder, C. & Felder, R. 1867 - Junior subjective synonym"
,
PLASTINGIA,* mangolina Fruhstorfer 1909 - Junior subjective synonym
,
PLASTINGIA,tessa Evans 1949 - Valid Name
,
PLASTINGIA,viburnia Semper 1892 - Valid Name
,
IAMBRIX,IAMBRIX Watson 1893 - Valid Name
,
IAMBRIX,* IDMON de Nicéville 1895 - Junior subjective synonym
,
IAMBRIX,distanti Shepard 1937 - Valid Name
,
IAMBRIX,latifascia Elwes & Edwards 1897 - Valid Name
,
IAMBRIX,obliquans Mabille 1893 - Valid Name
,
IAMBRIX,yamanta Fruhstorfer 1910 - Valid Name
,
IAMBRIX,salsala Moore 1865 - Valid Name
,
IAMBRIX,luteipalpis Plötz 1886 - Valid Name
,
IAMBRIX,* vasuba Fruhstorfer 1910 - Junior subjective synonym
,
IAMBRIX,stellifer Butler 1877 - Valid Name
,
IAMBRIX,* mergus Plötz 1884 - Junior subjective synonym
,
IAMBRIX,* niasicus Fruhstorfer 1910 - Junior subjective synonym
,
IAMBRIX,unicolor Distant 1886 - Valid Name
,
ANCISTROIDES,ANCISTROIDES Butler 1874 - Valid Name
,
ANCISTROIDES,* KERANA Distant 1886 - Junior subjective synonym
,
ANCISTROIDES,* TAMELA Swinhoe 1913 - Junior subjective synonym
,
ANCISTROIDES,armatus Druce 1873 - Valid Name
,
ANCISTROIDES,niasana Evans 1926 - Valid Name
,
ANCISTROIDES,gemmifer Butler 1877 - Valid Name
,
ANCISTROIDES,dombya Fruhstorfer 1911 - Valid Name
,
ANCISTROIDES,dorna Evans 1949 - Valid Name
,
ANCISTROIDES,longicornis Butler 1874 - Valid Name
,
ANCISTROIDES,* boisduvali Mabille 1876 - Junior subjective synonym
,
ANCISTROIDES,nigrita Latreille 1824 - Valid Name
,
ANCISTROIDES,diocles Moore 1865 - Valid Name
,
ANCISTROIDES,fumatus Mabille 1876 - Valid Name
,
ANCISTROIDES,* prabha Fruhstorfer 1911 - Junior subjective synonym
,
ANCISTROIDES,maura Snellen 1880 - Valid Name
,
ANCISTROIDES,* evaira Fruhstorfer 1911 - Junior subjective synonym
,
ANCISTROIDES,* savara Fruhstorfer 1911 - Junior subjective synonym
,
ANCISTROIDES,* sumata Fruhstorfer 1911 - Junior subjective synonym
,
ANCISTROIDES,* vasuba Fruhstorfer 1911 - Junior subjective synonym
,
ANCISTROIDES,othonias Hewitson 1878 - Valid Name
,
NOTOCRYPTA,NOTOCRYPTA de Nicéville 1889 - Valid Name
,
NOTOCRYPTA,caerulea Evans 1928 - Valid Name
,
NOTOCRYPTA,clavata Staudinger 1889 - Valid Name
,
NOTOCRYPTA,* devadatta Fruhstorfer 1911 - Junior subjective synonym
,
NOTOCRYPTA,niasana Evans 1926 - Valid Name
,
NOTOCRYPTA,theba Evans 1949 - Valid Name
,
NOTOCRYPTA,xantha Evans 1942 - Valid Name
,
NOTOCRYPTA,"curvifascia Felder, C. & Felder, R. 1862 - Valid Name"
,
NOTOCRYPTA,* arisana Sonan 1930 - Junior subjective synonym
,
NOTOCRYPTA,chimaera Plötz 1882 - Valid Name
,
NOTOCRYPTA,corinda Evans 1949 - Valid Name
,
NOTOCRYPTA,* fraga Fruhstorfer 1911 - Junior subjective synonym
,
NOTOCRYPTA,* restricta Moore 1881 - Junior subjective synonym
,
NOTOCRYPTA,feisthamelii Boisduval 1832 - Valid Name
,
NOTOCRYPTA,alinkara Fruhstorfer 1911 - Valid Name
,
NOTOCRYPTA,alysos Moore 1865 - Valid Name
,
NOTOCRYPTA,avattana Fruhstorfer 1911 - Valid Name
,
NOTOCRYPTA,celebensis Staudinger 1889 - Valid Name
,
NOTOCRYPTA,padhana Fruhstorfer 1911 - Valid Name
,
NOTOCRYPTA,* samana Fruhstorfer 1911 - Junior subjective synonym
,
NOTOCRYPTA,rectifasciata Leech 1894 - Valid Name
,
NOTOCRYPTA,samyutta Fruhstorfer 1911 - Valid Name
,
NOTOCRYPTA,* dharana Fruhstorfer 1911 - Junior subjective synonym
,
NOTOCRYPTA,* satra Fruhstorfer 1911 - Junior subjective synonym
,
NOTOCRYPTA,* unipuncta Rothschild 1915 - Junior subjective synonym
,
NOTOCRYPTA,flavipes Janson 1886 - Valid Name
,
NOTOCRYPTA,howarthi Hayashi 1980 - Valid Name
,
NOTOCRYPTA,maria Evans 1949 - Valid Name
,
NOTOCRYPTA,paralysos Wood-Mason & de Nicéville 1881 - Valid Name
,
NOTOCRYPTA,alysia Evans 1926 - Valid Name
,
NOTOCRYPTA,asawa Fruhstorfer 1911 - Valid Name
,
NOTOCRYPTA,chunda Fruhstorfer 1911 - Valid Name
,
NOTOCRYPTA,* infrapicta Strand 1920 - Junior subjective synonym
,
NOTOCRYPTA,mangla Evans 1949 - Valid Name
,
NOTOCRYPTA,nitron Evans 1942 - Valid Name
,
NOTOCRYPTA,sidha Fruhstorfer 1911 - Valid Name
,
NOTOCRYPTA,* asanga Fruhstorfer 1911 - Junior subjective synonym
,
NOTOCRYPTA,* sukavata Fruhstorfer 1911 - Junior subjective synonym
,
NOTOCRYPTA,teuta Evans 1949 - Valid Name
,
NOTOCRYPTA,varians Plötz 1882 - Valid Name
,
NOTOCRYPTA,* leucographa Plötz 1882 - Junior subjective synonym
,
NOTOCRYPTA,volux Mabille 1883 - Valid Name
,
NOTOCRYPTA,* mahima Fruhstorfer 1911 - Junior subjective synonym
,
NOTOCRYPTA,yaya Fruhstorfer 1911 - Valid Name
,
NOTOCRYPTA,pria Druce 1873 - Valid Name
,
NOTOCRYPTA,quadrata Elwes & Edwards 1897 - Valid Name
,
NOTOCRYPTA,renardi Oberthür 1878 - Valid Name
,
NOTOCRYPTA,* affinis Rothschild 1915 - Junior subjective synonym
,
NOTOCRYPTA,* angiana Joicey & Talbot 1917 - Junior subjective synonym
,
NOTOCRYPTA,* insulata Butler 1882 - Junior subjective synonym
,
NOTOCRYPTA,* partita Fruhstorfer 1911 - Junior subjective synonym
,
NOTOCRYPTA,roona Evans 1949 - Valid Name
,
NOTOCRYPTA,* rothschildi Shepard 1937 - Junior subjective synonym
,
NOTOCRYPTA,* wokana Plötz 1885 - Junior subjective synonym
,
NOTOCRYPTA,waigensis Plötz 1882 - Valid Name
,
NOTOCRYPTA,aluensis Swinhoe 1907 - Valid Name
,
NOTOCRYPTA,* fergussonia Fruhstorfer 1911 - Junior subjective synonym
,
NOTOCRYPTA,* trobrianda Swinhoe 1917 - Junior subjective synonym
,
NOTOCRYPTA,* klossii Rothschild 1915 - Junior subjective synonym
,
NOTOCRYPTA,* mangala Fruhstorfer 1911 - Junior subjective synonym
,
NOTOCRYPTA,* ribbei Fruhstorfer 1911 - Junior subjective synonym
,
NOTOCRYPTA,wanga Evans 1949 - Valid Name
,
NOTOCRYPTA,"* PLESIONEURA Felder, C. & Felder, R. 1862 - Junior homonym"
,
NOTOCRYPTA,* proserpina Butler 1883 - Junior subjective synonym
,
NOTOCRYPTA,* leucogaster Staudinger 1889 - Junior subjective synonym
,
ORSES,ORSES Godman 1901 - Valid Name
,
ORSES,cynisca Swainson 1821 - Valid Name
,
