Superfamily,Family,Subfamily,Tribe,Genus
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,MELITOXESTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,MELITOXOIDES
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,MENECRATISTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,MERIDORMA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,MERIMNETRIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,MESOPHLEPS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,METABOLAEA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,METANARSIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,METAPLATYNTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,METATACTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,METEORISTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,METOPIOS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,METOPLEURA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,METZNERIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,MIRIFICARMA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,MNESISTEGA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,MOLOPOSTOLA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,MOMETA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,MONOCHROA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,NAERA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,NARTHECOCEROS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,NEALYDA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,NEODACTYLOTA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,NEOFACULTA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,NEOFRISERIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,NEOLECHIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,NEOPATETRIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,NEOTELPHUSA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,NOTHRIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,OCHMASTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,OCTONODULA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,OECOCECIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,OESTOMORPHA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,ONEBALA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,OPHIOLECHIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,ORGANITIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,ORNATIVALVA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,ORTHOPTILA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,OXYCRYPTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,OXYLECHIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,OXYPTERYX
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PACHYGENEIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PALINTROPA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PALTOLOMA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PALUMBINA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PANCOENIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PANICOTRICHA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PARABOLA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PARACHRONISTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PARALIDA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PARALLACTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PARANARSIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PARAPODIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PARAPSECTRIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PARASCHEMA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PARASELOTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PARASTEGA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PARASTENOLECHIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PARATELPHUSA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PARATHECTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PARELECTROIDES
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PAVOLECHIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PELOCNISTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PERIORISTICA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PESSOGRAPTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PETALOSTOMELLA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PEUCOTELES
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PHANEROPHALLA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PHARANGITIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PHLOEOCECIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PHOBETICA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PHOTODOTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PHRICOGENES
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PHRIXOCRITA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PHTHORACMA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PHYLOPATRIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PILOCRATES
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PISKUNOVIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PITHANURGA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PITYOCONA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PLATYEDRA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PLATYMACHA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PLATYPHALLA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PLECTROCOSMA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,POGOCHAETIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,POLYHYMNO
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PORPODRYAS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PRAGMATODES
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PROADAMAS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PROCHARISTA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PROLITA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PROMOLOPICA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PROSODARMA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PROSTOMEUS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PROTEODOXA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PROTOPARACHRONISTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PSAMATHOCRITA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PSEUDARLA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PSEUDATHRIPS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PSEUDOCHELARIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PSEUDOSYMMOCA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PSEUDOTELPHUSA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PSORICOPTERA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PTILOSTONYCHIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PTOCHEUUSA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PTYCERATA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PTYCHOVALVA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,PYCNODYTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,RADIONERVA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,RECURVARIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,REICHARDTIELLA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,ROTUNDIVALVA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SATRAPODOXA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SATTLERIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCHEMATASPIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCHISTONOEA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCHISTOPHILA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCHISTOVALVA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCHIZOVALVA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCHMIDTNIELSENIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCHNEIDERERIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCLEROCECIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCLEROCOPA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCLEROGRAPTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCLEROPHANTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCODES
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCROBIPALPOMIMA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCROBIPALPOPSIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCROBIPALPULA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCROBIPALPULOIDES
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCROBIPALPULOPSIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCROBITASTA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SCYTHOSTOLA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SEMNOSTOMA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SEMOPHYLAX
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SICERA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SIMONEURA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SINOE
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SOPHRONIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SOROTACTA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SPERMANTHRAX
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SPHAGIOCRATES
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SPHENOCRATES
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SPHENOGRYPA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SRIFERIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,STACHYOSTOMA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,STAGMATURGIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,STENOLECHIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,STENOVALVA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,STEREMNIODES
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,STEREODMETA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,STEREOMITA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,STERRHOSTOMA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,STIBARENCHES
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,STIGMATOPTERA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,STOMOPTERYX
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,STRENOPHILA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,STREYELLA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,STROBISIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SYMBATICA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SYMPHANACTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SYNACTIAS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SYNCATHEDRA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SYNCOPACMA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SYNCRATOMORPHA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SYNGELECHIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SYRINGOPAIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,SYRMADAULA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TABERNILLAIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TAHLA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TAYGETE
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TECIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TELEIODES
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TELEIOPSIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TELEPHATA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TELPHUSA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,THAUMATURGIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,THEISOA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,THIOGNATHA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,THRIOPHORA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,THRYPSIGENES
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,THYMOSOPHA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TILA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TILDENIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TIRANIMIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TORNODOXA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TOSCA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TOXOTACMA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TRACHYEDRA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TRICEROPHORA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TRICHEMBOLA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TRICYANAULA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TRICYPHISTIS
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TRYCHNOPALPA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TRYPANISMA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TRYPHEROGENES
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TURCOPALPA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,TUTA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,UNTOMIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,VADENIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,VLADIMIREA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,XENOLECHIA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,XYSTOPHORA
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,ZELOSYNE
,,,,
Gelechioidea,Gelechiidae,Subfamily unassigned,NA,ZIZYPHIA
,,,,
Gelechioidea,Hypertrophidae,NA,NA,ACRAEPHNES
,,,,
Gelechioidea,Hypertrophidae,NA,NA,ALLOTROPHA
,,,,
Gelechioidea,Hypertrophidae,NA,NA,CALLIZYGA
,,,,
Gelechioidea,Hypertrophidae,NA,NA,EOMYSTIS
,,,,
Gelechioidea,Hypertrophidae,NA,NA,EPITHETICA
,,,,
Gelechioidea,Hypertrophidae,NA,NA,HYPERTROPHA
,,,,
Gelechioidea,Hypertrophidae,NA,NA,OXYTROPHA
,,,,
Gelechioidea,Hypertrophidae,NA,NA,PERITROPHA
,,,,
Gelechioidea,Hypertrophidae,NA,NA,PROGONICA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,ABRACHMIA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,ACHORIA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,AEOLANTHES
,,,,
Gelechioidea,Lecithoceridae,NA,NA,AMALOXESTIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,ANAMIMNESIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,ANAXYRINA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,ANTIOCHTHA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,APROPARIA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,ASMENISTIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,ATHYMORIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,ATRICHOZANCLA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,CARODISTA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,CATACREAGRA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,CEUTHOMADARUS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,COPHOMANTELLA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,CROCANTHES
,,,,
Gelechioidea,Lecithoceridae,NA,NA,CROCOGMA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,CUBITOMORIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,CYNICOCRATES
,,,,
Gelechioidea,Lecithoceridae,NA,NA,CYNICOSTOLA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,DELTOPLASTIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,DINOCHARES
,,,,
Gelechioidea,Lecithoceridae,NA,NA,DOLICHOTORNA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,DOXOGENES
,,,,
Gelechioidea,Lecithoceridae,NA,NA,DRAGMATUCHA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,ECCEDOXA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,ENTHETICA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,EPHARMONIA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,EPIMACTIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,ERIDACHTHA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,EURODACHTHA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,FRISILIA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,HALOLAGUNA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,HETERALCIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,HETERODELTIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,HETERODERCES
,,,,
Gelechioidea,Lecithoceridae,NA,NA,HOENEA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,HOMALOXESTIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,HYGROPLASTA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,HYPEROCHTHA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,HYPTIASTIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,IDIOPTERYX
,,,,
Gelechioidea,Lecithoceridae,NA,NA,ILIOPARSIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,ISOTYPA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,LECITHOCERA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,LECITHOLAXA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,MEROCRATES
,,,,
Gelechioidea,Lecithoceridae,NA,NA,MEXYTOCERUS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,MNESTERIA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,MONERISTA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,NEOCORODES
,,,,
Gelechioidea,Lecithoceridae,NA,NA,NEPHELOGRAPHA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,NOSPHISTICA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,NYCTOCYRMA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,OECIA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,OLBOTHREPTA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,OPACOPTERA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,ORPHANOCLERA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,OXYGNOSTIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,PARELLIPTIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,PHANOSCHISTA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,PHATNOTIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,PHILARACHNIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,PHILHARMONIA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,PHILOPTILA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,PLACANTHES
,,,,
Gelechioidea,Lecithoceridae,NA,NA,PLAGIOCROSSA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,POMPOGRAPHA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,PROTOLYCHNIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,PSAMMORIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,PSEUDOCRATES
,,,,
Gelechioidea,Lecithoceridae,NA,NA,PTILOTHYRIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,QUASSITAGMA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,RECONTRACTA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,RHIZOSTHENES
,,,,
Gelechioidea,Lecithoceridae,NA,NA,RHYPAROMATRIX
,,,,
Gelechioidea,Lecithoceridae,NA,NA,SARISOPHORA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,SCAEOSTREPTA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,SCYTHROPIODES
,,,,
Gelechioidea,Lecithoceridae,NA,NA,SIDEROSTIGMA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,SISYRODONTA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,SPATULIGNATHA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,SPHAEROLBIA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,STRYPHNOCOPA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,SYNESARGA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,TECHNOGRAPHA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,TEGENOCHARIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,TEUCRODOXA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,THAMNOPALPA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,THUBANA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,THYMBRITIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,TIMYRA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,TISIS
,,,,
Gelechioidea,Lecithoceridae,NA,NA,TORODORA
,,,,
Gelechioidea,Lecithoceridae,NA,NA,TRICHOBOSCIS
,,,,
Gelechioidea,Momphidae,NA,NA,ANCHIMOMPHA
,,,,
Gelechioidea,Momphidae,NA,NA,BATRACHEDRODES
,,,,
Gelechioidea,Momphidae,NA,NA,BIFASCIA
,,,,
Gelechioidea,Momphidae,NA,NA,COCCIDIPHILA
,,,,
Gelechioidea,Momphidae,NA,NA,GENUS UNKNOWN
,,,,
Gelechioidea,Momphidae,NA,NA,LICMOCERA
,,,,
Gelechioidea,Momphidae,NA,NA,LIENIGIA
,,,,
Gelechioidea,Momphidae,NA,NA,MOMPHA
,,,,
Gelechioidea,Momphidae,NA,NA,MORILOMA
,,,,
Gelechioidea,Momphidae,NA,NA,PATANOTIS
,,,,
Gelechioidea,Momphidae,NA,NA,PHALARITICA
,,,,
Gelechioidea,Momphidae,NA,NA,TENUIPENNA
,,,,
Gelechioidea,Momphidae,NA,NA,TRICLONELLA
,,,,
Gelechioidea,Momphidae,NA,NA,URODETA
,,,,
Gelechioidea,Momphidae,NA,NA,ZAPYRASTRA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,Metachandini,METACHANDA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,Tribe unassigned,ABYCHODES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,Tribe unassigned,ACANTHODELA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,Tribe unassigned,ACARTOPHILA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,Tribe unassigned,ACEDESTA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,Tribe unassigned,ACHYROSTOLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,Tribe unassigned,ACMOTOMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,Tribe unassigned,ACOLASTA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,Tribe unassigned,ACOROTRICHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,Tribe unassigned,ACRIOTES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,Tribe unassigned,ACROPHAEA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,Tribe unassigned,AECHMIOIDES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,Tribe unassigned,AEOLARCHA
,,,,
