"","Estimate","Std. Error","t value","Pr(>|t|)"
"blen_std",-0.0333556243348303,0.641143197929482,-0.052025233118825,0.958668143610745
"dS_std",0.400540528474548,0.644588950797322,0.621389069699537,0.53651690650123
"dN_std",-0.318372405024896,0.202615303674418,-1.571314699587,0.120965063852497
