"","Estimate","Std. Error","t value","Pr(>|t|)"
"blen_std",0.735414602087129,0.580638687624271,1.26656149127116,0.213445944912368
"dS_std",0.451078131642719,0.555220739769167,0.81243026301621,0.421884934181498
"dN_std",0.62605758560229,0.254721024243855,2.45781669361905,0.0189251463910933
