"","Estimate","Std. Error","t value","Pr(>|t|)"
"Host_families_std",1.2300364102538,0.138424150231761,8.88599574708871,4.63992479033411e-06
"Host_species_std",0.801715504222025,0.10195054820513,7.86376844790409,1.36822031981371e-05
"Hosts_mean_std",3.28802735375186,0.729804426480287,4.50535408453112,0.00113368845931074
"Hosts_pgen_std",4.98591756270685,1.56942621250652,3.17690473306412,0.00987120039897308
"Hosts_pd_std",-0.875187086139159,1.49140259446449,-0.586821485618649,0.567375140007274
