"","Estimate","Std. Error","t value","Pr(>|t|)"
"blen_std",5.48561368198326,5.35434820746561,1.02451567761966,0.329736404582335
"dS_std",5.51609406996344,3.99622562125758,1.38032598575542,0.197559200596005
"dN_std",0.962095287780589,5.15028734251125,0.186804196309458,0.855549593279856
