"","Estimate","Std. Error","t value","Pr(>|t|)"
"blen_std",-0.585465901308207,5.06166027800576,-0.1156667712079,0.909450913220827
"dS_std",-0.668355813522833,3.59390635342549,-0.185969178881302,0.854669916937756
"dS_std",-0.668355813522833,3.59390635342549,-0.185969178881302,0.854669916937756
