Superfamily,Family,Subfamily,Tribe,Genus
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EPICURICA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EPIMECYNTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EPIPHRACTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EPISEMA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EPITHYMEMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,ERAINA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,ERATOPHYES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EREMNOTYPA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,ERICIBDELA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EROTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EUCHAETIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EUCHERSADAULA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EUCLEODORA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EUCRYPHAEA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EUHYLECOETES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EULACHNA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EULECHRIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EUPHILTRA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EUTHICTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EUZELOTICA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EXARSIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,EXOSPHRANTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,FABIOLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,FILIFERA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,FLACCIDA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,FORMOKAMAGA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,FRAGILIS GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,GARRHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,GENUS UNKNOWN
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,GLESSEUMEYRICKIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,GOIDANICHIANA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,GONIORRHOSTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,GUESTIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,GUMMOSA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,GYMNOBATHRA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HABROSCOPA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HADROCHETA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HAEMALEA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HALIMARMARA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HAPALOTEUCHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HAPLODYTA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HAPLOSCOPA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HARPELLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HEDNOPHORA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HELIOCAUSTA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HELIOSTIBES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HELOSCOPA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HEMIBELA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HENIOCHA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HERINGIANA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HERMIONA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HESPEROPTILA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HETERODMETA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HETEROPTOLIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HETEROTEUCHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HETEROZYGA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HIERODORIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HOFMANNOPHILA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HOMALOTA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HOMOPLASTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HOPLOMORPHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HOPLOPHANES GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HOPLOSTEGA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HORRIDOPALPUS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HYBOCROSSA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HYPERSKELES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,HYPERSYMMOCA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,IDIOXANTHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,IDIOZANCLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,IFEDA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,INDOCTA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,INGA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,IOPTERA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,IRENIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,IRONOPOLIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,ISOCRITA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,IZATHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,JOONGGOORA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LACTEOLA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LACTISTICA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LAMPROXANTHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LANGASTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LASIOCHIRA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LASIOMACTRA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LATHICROSSA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LAXONOMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LEISTOMORPHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LELITA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LEPIDECHIDNA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LEPIDOTARSA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LEPTOCOPA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LEPTOCROCA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LESIANDRA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LETOGENES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LEUCORHABDA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LEUCOSTEMMA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LEUCOSTEPHES GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LEUROPHANES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LIMOTHNES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LIOCNEMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LIOZANCLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LOCHEUTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LOCHMAEA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LOPHOPEPLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LOXOZYGA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,LYGRONOMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MACAROCOSMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MACHAERITIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MACHETIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MACRONEMATA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MACROPHARA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MACROSACES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MALACELLA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MARTYRINGA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MATHILDANA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MELANOSSA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MELIRRHOA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MELOCHRYSIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MELOTELES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MERMERISTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MESOTHYRSA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MESOXANTHA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,METACHALCA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,METACHROA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,METAPHRASTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MICRASTIS GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MICROBELA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MICROLOCHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MICROPTERA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MICROSTIGMATA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MIMOBRACHYOMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MIMOPICTES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MIONOLENA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,MYRASCIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,NEOSIGALA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,NEPHOGENES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,NOTODRYAS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,NYMPHOSTOLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OCHLOGENES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OCHROCAUSTA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OCHROPHAEA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OCHROPTERA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OCYPHRON
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OCYSTOLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OECOPHORA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OECOPHORINAE UNPLACED SPECIES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OENOCHROA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OENOCHRODES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OLBONOMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OLIGOLOBA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OPSIGENES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OPSITYCHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,ORESITROPHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OROPHIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,ORTHIASTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,ORYGOCERA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OXYCHARIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OXYCRATES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OXYPEUCES GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OXYSCOPA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,OXYTHECTA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PACHYBELA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PACHYPHOENIX
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PALIMMECES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PANEUTRICHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PARABORKHAUSENITES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PARAPLEURIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PARARSIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PAROCYSTOLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PARODAEA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PAURONOTA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PEDIOXESTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PELEOPODA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PELOCHARELLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PENTOCHRA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PERIACMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PERIALLACTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PERILACHNA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PERIORYCTA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PETALANTHES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHAEOSTEPHES GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHANEROSTICTA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHANEROZANCLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHAULOLECHIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHAULOSTOLA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHILAMETRIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHILARGA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHILOBOTA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHILOMUSAEA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHILOTHERMA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHLOEOCETIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHLOEOGRAPTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHOLEUTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHRATRIODES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHRICONYMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHRYGANEUTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHYLLOPHANES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHYSICA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PHYTOTRYPA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PICROGENES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PICROTECHNA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PILOPREPES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PLACOCOSMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PLASMATICA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PLATACTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PLATYPHYLLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PLECTOBELA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PLESIOSTICHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PLEUROTA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PLEUROTOPSIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,POLIORHABDA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,POLIX
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,POLYEUCTA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PORTHMOLOGA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PRIONOCRIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PROCELEUSTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PRODELACA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PROMALACTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PROTEODES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PROTEROMICTA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PROTOCHANDA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PROTOMACHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PROTONOSTOMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PRUINOSA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PSALTICA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PSALTRIODES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PSAMATHINA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PSAROXANTHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PSEPHENA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PSEUDEPIPHRACTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PSEUDEROTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PSEUDODOXIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PSEUDOECOPHORA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PSEUDOPROTASIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PSEUDOTHETA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PTILOBOLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PTOCHOSARIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PTYOPTILA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PUNICEA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PYCNOCERA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PYCNOTARSA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PYCNOZANCLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PYRAMIDOBELA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PYRGOPTILA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,PYROPHRACTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,RETHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,REVONDA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,RHADINOLOBA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,RHOECOCEROS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,RHOECOPTERA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,RHOZALE
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SAPHEZONA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SAROPLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SATRAPIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SCALIDEUTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SCHIFFERMUELLERIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SCLEROCHETA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SCOTODRYAS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SECITIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SELIDORIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SEMNOCOSMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SICCELLA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SPANIOLEUCA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SPHALEROPIS GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SPHENASPELLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SPHYRELATA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,STASIXENA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,STENOMATINAE UNPLACED SPECIES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,STEREODYTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,STEREOLOBA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,STEREOPTILA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,STICTOCHILA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,STRAMINEA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,STRUTHOSCELIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SYNDROMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SYRINGOSECA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,SYSCALMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TACHYSTOLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TANYARCHES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TANYCHASTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TANYZANCLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TAOSCELIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TAPINOPHANES GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TARAGMARCHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TEERAHNA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TELANEPSIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TEPHRINA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TERATOPSIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TERESITA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TERTHROTICA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TETRATHERMA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,THALEROTRICHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,THAMNOCRANA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,THAMNOSARA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,THAUMATOLITA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,THEATROCOPIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,THEMA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,THEMEROPIS GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,THERAPNIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,THYESTARCHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TINEARUPA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TINOECOPHORA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TISOBARICA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TOROSEMA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TORTRICOPSIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TRACHYNTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TRACHYPEPLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TRACHYXYSTA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TRACHYZANCLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TRICHOMOERIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TRINACONEURA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TRIPTOLOGA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TRISYNTOPA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TUBULIFEROLA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TYRIOGRAPTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TYRIOMORPHA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TYROLIMNAS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,TYROMANTIS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,UTILIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,VILIS GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,WINGIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,WINGIA GROUP UNPLACED SPECIES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,WOORDA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,WULLABURRA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,XENOMICTA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,XENOPHANTA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,XHEROCTYS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,XIPHOLEUCA GROUP
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,XYLESTHES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,YMELDIA
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,ZACORUS
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,ZATRICHODES
,,,,
Gelechioidea,Oecophoridae,Oecophorinae,NA,ZELOTECHNA
,,,,
